0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 27.65 33.22 31.06 29.18 28.17 27.71 27.58 27.62 27.74 27.90 28.08 28.34 28.07 22.23 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 9.33 61.50 40.62 33.48 30.86 29.31 28.45 28.03 27.87 27.85 27.90 27.97 28.08 28.24 28.56 32.95 35.99 7.14 0.00 0.00 
0.00 0.00 0.00 67.28 49.40 36.70 32.28 30.59 29.40 28.70 28.33 28.14 28.07 28.05 28.06 28.10 28.18 28.20 29.63 31.65 33.63 0.00 0.00 
0.00 0.00 0.00 98.47 43.83 34.47 30.84 29.13 28.07 27.46 27.13 26.96 26.89 26.87 26.87 26.90 26.97 27.19 28.36 28.28 45.31 0.00 0.00 
0.00 0.00 0.00 85.86 40.93 33.58 30.43 28.80 27.78 27.19 26.87 26.70 26.63 26.61 26.60 26.62 26.68 26.87 27.99 26.57 40.37 0.00 0.00 
0.00 0.00 0.00 99.72 43.90 34.46 30.83 29.12 28.07 27.45 27.13 26.96 26.90 26.87 26.88 26.90 26.98 27.21 26.51 27.74 45.33 0.00 0.00 
0.00 0.00 0.00 73.30 49.54 36.80 32.25 30.57 29.39 28.70 28.33 28.14 28.07 28.05 28.07 28.11 28.21 28.24 29.65 31.13 33.66 0.00 0.00 
0.00 0.00 0.00 9.75 61.75 43.05 33.38 30.81 29.29 28.44 28.03 27.87 27.86 27.91 27.99 28.10 28.28 28.62 31.18 36.12 7.15 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 27.79 33.17 31.02 29.16 28.16 27.71 27.59 27.63 27.76 27.93 28.12 28.41 28.16 22.32 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
