0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.10	103.76	103.78	103.82	103.86	103.90	103.94	103.99	104.04	104.10	104.16	104.21	104.27	104.34	104.40	104.47	104.54	104.61	104.68	104.75	104.83	104.90	104.98	105.06	105.14	105.23	105.31	105.40	105.48	105.56	105.64	105.70	105.76	105.81	105.85	105.88	75.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	103.68	133.32	163.00	163.04	163.09	163.15	163.21	163.28	163.35	163.43	163.51	163.60	163.68	163.78	163.87	163.97	164.07	164.17	164.28	164.39	164.50	164.62	164.74	164.86	164.98	165.11	165.23	165.37	165.50	165.63	165.77	165.90	166.01	166.11	166.21	166.29	166.35	166.41	166.45	136.23	105.97	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	44.41	133.26	162.91	192.58	192.64	192.70	222.42	222.50	222.58	222.67	222.77	222.88	222.99	223.10	223.22	223.35	223.47	223.61	223.75	223.89	224.03	224.18	224.34	224.49	224.65	224.82	224.99	225.16	225.33	225.51	225.69	225.88	226.06	226.23	226.39	226.53	226.66	226.76	226.85	196.68	196.74	196.79	166.55	136.29	45.44	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	44.40	133.23	162.87	192.54	222.22	222.28	222.36	252.09	252.18	252.28	252.38	252.49	252.61	252.73	252.86	253.00	253.14	253.29	253.44	253.59	253.75	253.92	254.09	254.26	254.44	254.62	254.81	255.00	255.19	255.39	255.59	255.80	256.01	256.22	256.41	256.59	256.75	256.89	257.01	257.11	226.96	227.02	227.08	196.84	166.59	136.32	45.45	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	133.20	162.83	192.49	222.17	251.86	251.93	252.01	252.10	252.20	252.29	252.40	252.51	252.63	252.75	252.88	253.02	253.16	253.30	253.45	253.61	253.77	253.93	254.10	254.28	254.45	254.64	254.82	255.01	255.21	255.40	255.61	255.81	256.02	256.23	256.43	256.60	256.76	256.91	257.03	257.14	257.23	257.31	257.37	227.14	196.89	166.63	136.34	0.00	0.00	0.00	
0.00	0.00	0.00	103.58	162.79	192.44	222.11	251.79	251.87	281.58	281.67	281.77	281.87	281.98	282.10	282.23	282.36	282.50	282.64	282.79	282.95	283.11	283.28	283.45	283.63	283.82	284.01	284.20	284.40	284.60	284.81	285.02	285.24	285.46	285.68	285.91	286.15	286.38	286.60	286.80	286.98	287.14	287.28	287.40	287.51	287.59	257.39	257.44	227.20	196.94	166.65	106.06	0.00	0.00	
0.00	0.00	0.00	133.16	192.40	222.05	251.73	251.80	281.50	281.59	281.68	281.78	281.89	282.00	282.12	282.24	282.37	282.51	282.66	282.81	282.97	283.13	283.30	283.47	283.65	283.83	284.02	284.21	284.41	284.61	284.82	285.03	285.25	285.47	285.70	285.93	286.16	286.40	286.61	286.81	286.99	287.15	287.30	287.42	287.52	287.61	287.68	257.46	257.50	227.24	196.96	136.37	0.00	0.00	
0.00	0.00	73.97	162.76	192.39	222.05	251.73	281.43	281.51	281.60	311.34	311.45	311.56	311.68	311.82	311.95	312.10	312.25	312.41	312.58	312.75	312.93	313.12	313.31	313.51	313.71	313.92	314.13	314.35	314.57	314.80	315.04	315.28	315.52	315.77	316.03	316.28	316.54	316.79	317.01	317.21	317.38	317.54	317.67	317.79	287.63	287.70	287.76	257.52	227.26	196.98	166.68	75.77	0.00	
0.00	0.00	103.55	162.75	192.40	222.05	251.73	281.43	281.51	311.25	311.35	311.45	311.57	311.69	311.82	311.96	312.11	312.26	312.42	312.59	312.76	312.94	313.13	313.32	313.51	313.72	313.93	314.14	314.36	314.58	314.81	315.05	315.29	315.53	315.78	316.03	316.29	316.55	316.79	317.01	317.21	317.39	317.55	317.68	317.80	317.90	287.71	287.77	257.53	227.27	196.98	166.69	106.08	0.00	
0.00	0.00	103.55	162.75	222.00	251.66	251.73	281.43	281.52	311.25	311.35	311.46	311.57	311.70	311.83	311.97	312.11	312.27	312.43	312.59	312.77	312.95	313.13	313.32	313.52	313.72	313.93	314.14	314.36	314.59	314.82	315.05	315.29	315.53	315.78	316.04	316.30	316.56	316.80	317.02	317.22	317.40	317.55	317.69	317.81	317.90	287.72	287.77	257.54	257.56	227.29	166.69	106.08	0.00	
0.00	0.00	103.55	162.75	222.00	251.66	251.73	281.43	281.52	311.25	311.35	311.46	311.58	311.70	311.83	311.97	312.12	312.27	312.43	312.60	312.77	312.95	313.13	313.32	313.52	313.72	313.93	314.15	314.36	314.59	314.82	315.05	315.29	315.54	315.79	316.04	316.30	316.56	316.80	317.02	317.22	317.40	317.56	317.69	317.81	317.90	287.72	287.78	257.54	257.57	227.29	166.69	106.08	0.00	
0.00	0.00	103.55	162.75	222.00	251.66	251.73	281.43	281.52	311.25	311.35	311.46	311.57	311.70	311.83	311.97	312.11	312.27	312.43	312.59	312.77	312.95	313.13	313.32	313.52	313.72	313.93	314.14	314.36	314.59	314.82	315.05	315.29	315.53	315.78	316.04	316.30	316.56	316.80	317.02	317.22	317.40	317.55	317.69	317.81	317.90	287.72	287.77	257.54	257.57	227.29	166.69	106.08	0.00	
0.00	0.00	103.55	162.75	192.39	222.05	251.73	281.43	281.51	311.24	311.34	311.45	311.57	311.69	311.82	311.96	312.11	312.26	312.42	312.59	312.76	312.94	313.13	313.32	313.51	313.72	313.93	314.14	314.36	314.58	314.81	315.05	315.29	315.53	315.78	316.03	316.29	316.55	316.79	317.02	317.21	317.39	317.55	317.69	317.80	317.90	287.71	287.77	257.53	227.27	196.98	166.69	106.08	0.00	
0.00	0.00	73.97	162.75	192.39	222.05	251.73	281.42	281.51	281.60	311.34	311.44	311.56	311.68	311.81	311.95	312.10	312.25	312.41	312.58	312.75	312.93	313.12	313.31	313.51	313.71	313.92	314.13	314.35	314.57	314.80	315.04	315.28	315.52	315.77	316.03	316.28	316.55	316.79	317.01	317.21	317.38	317.54	317.68	317.79	287.63	287.70	287.76	257.52	227.26	196.98	166.68	75.77	0.00	
0.00	0.00	0.00	133.16	192.39	222.05	251.72	251.79	281.50	281.59	281.68	281.78	281.88	282.00	282.12	282.24	282.37	282.51	282.66	282.81	282.96	283.13	283.29	283.47	283.65	283.83	284.02	284.21	284.41	284.61	284.82	285.03	285.25	285.47	285.70	285.93	286.16	286.40	286.61	286.81	286.99	287.16	287.30	287.42	287.53	287.61	287.68	257.47	257.51	227.24	196.97	136.37	0.00	0.00	
0.00	0.00	0.00	103.57	162.79	192.44	222.10	251.79	251.86	281.58	281.67	281.77	281.87	281.98	282.10	282.23	282.36	282.50	282.64	282.79	282.95	283.11	283.28	283.45	283.63	283.82	284.01	284.20	284.40	284.60	284.81	285.02	285.24	285.46	285.68	285.91	286.15	286.38	286.60	286.80	286.98	287.14	287.28	287.40	287.51	287.59	257.40	257.45	227.20	196.94	166.65	106.06	0.00	0.00	
0.00	0.00	0.00	0.00	133.19	162.83	192.48	222.16	251.85	251.93	252.01	252.10	252.19	252.29	252.40	252.51	252.63	252.75	252.88	253.02	253.16	253.30	253.45	253.61	253.77	253.93	254.10	254.28	254.45	254.64	254.82	255.01	255.21	255.40	255.61	255.81	256.02	256.23	256.43	256.60	256.76	256.91	257.03	257.14	257.23	257.31	257.37	227.15	196.90	166.63	136.34	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	44.40	133.22	162.87	192.53	222.22	222.28	222.35	252.09	252.18	252.27	252.38	252.49	252.61	252.73	252.86	253.00	253.14	253.29	253.44	253.59	253.75	253.92	254.09	254.26	254.44	254.62	254.81	255.00	255.19	255.39	255.59	255.80	256.01	256.22	256.41	256.59	256.75	256.89	257.01	257.12	226.96	227.03	227.08	196.85	166.59	136.32	45.45	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	44.41	133.26	162.91	192.58	192.63	192.69	222.42	222.49	222.58	222.67	222.77	222.87	222.98	223.10	223.22	223.34	223.47	223.61	223.75	223.89	224.03	224.18	224.34	224.49	224.65	224.82	224.99	225.16	225.33	225.51	225.69	225.88	226.06	226.23	226.39	226.53	226.66	226.76	226.85	196.68	196.74	196.79	166.55	136.29	45.44	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	103.67	133.32	162.99	163.04	163.09	163.15	163.21	163.28	163.35	163.43	163.51	163.60	163.68	163.78	163.87	163.97	164.07	164.17	164.28	164.39	164.50	164.62	164.74	164.86	164.98	165.11	165.23	165.37	165.50	165.63	165.77	165.90	166.01	166.12	166.21	166.29	166.35	166.41	166.45	136.23	105.97	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	74.10	103.76	103.78	103.81	103.85	103.90	103.94	103.99	104.04	104.10	104.15	104.21	104.27	104.34	104.40	104.47	104.54	104.61	104.68	104.75	104.83	104.90	104.98	105.06	105.14	105.23	105.31	105.40	105.48	105.57	105.64	105.70	105.76	105.81	105.85	105.89	75.65	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
