E_nE	right	1391.68	297.47	101.65	25.53	16.19	14.99	15.63	16.95	18.54	20.19	21.71	22.98	23.90	24.41	24.49	24.16	23.45	22.44	21.18	19.74	18.20	16.60	15.01	13.48	12.04	10.73	9.57	8.58	7.79	7.20	6.81	6.63	6.65	6.87	7.26	7.79	8.42	9.12	9.82	10.50	11.13	11.70	12.25	12.84	13.58	14.64	16.25	18.63	21.87	25.63	29.25	32.10	33.81	34.36	33.90	32.62	30.75	28.48	25.99	23.39	20.81	18.31	15.95	13.77	11.83	10.15	8.75	7.65	6.84	6.33	6.11	6.16	6.48	7.02	7.75	8.59	9.49	10.36	11.17	11.86	12.43	12.90	13.39	14.02	15.02	16.70	19.44	23.33	27.85	31.98	34.92	36.41	36.57	35.65	33.93	31.65	29.04	26.27	23.46	20.70	18.07	15.61	13.38	11.41	9.73	8.36	7.31	6.58	6.16	6.04	6.20	6.62	7.27	8.08	8.98	9.91	10.80	11.58	12.22	12.74	13.19	13.67	14.38	15.57	17.61	20.84	25.17	29.76	33.55	35.95	36.87	36.55	35.25	33.26	30.81	28.10	25.27	22.46	19.73	17.15	14.76	12.61	10.74	9.17	7.92	6.99	6.38	6.07	6.07	6.34	6.85	7.57	8.43	9.36	10.28	11.14	11.87	12.46	12.94	13.38	13.92	14.77	16.24	18.72	22.43	27.01	31.41	34.69	36.49	36.89	36.15	34.55	32.36	29.78	27.01	24.18	21.39	18.71	16.20	13.90	11.85	10.09	8.65	7.52	6.71	6.22	6.04	6.14	6.51	7.11	7.89	8.79	9.72	10.63	11.44	12.12	12.66	13.11	13.57	14.20	15.24	17.06	20.01	24.15	28.79	32.84	35.57	36.80	36.72	35.62	33.76	31.39	28.72	25.91	23.09	20.34	17.72	15.28	13.07	11.14	9.50	8.18	7.17	6.49	6.12	6.04	6.25	6.71	7.39	8.23	9.15	10.08	10.95	11.72	12.34	12.84	13.28	13.78	14.53	15.83	18.04	21.48	25.94	30.48	34.07	36.21	36.91	36.40	34.98	32.89	30.39	27.65	24.82	22.02	19.31	16.76	14.40	12.29	10.47	8.95	7.75	6.87	6.31	6.05	6.09	6.40	6.95	7.70	8.57	9.51	10.43	11.27	11.98	12.55	13.01	13.46	14.03	

D_ND	left	0.01	5.00	20.64	80.57	152.85	197.35	227.83	255.33	284.35	316.02	350.02	385.27	420.27	453.24	482.29	505.62	521.80	529.89	529.53	520.82	504.20	480.18	449.35	412.31	369.82	323.09	274.02	225.50	181.02	143.73	115.11	94.65	80.73	71.64	66.08	63.20	62.51	63.79	66.98	72.17	79.60	89.64	102.82	119.78	141.29	168.18	201.20	240.90	287.42	340.25	398.01	458.30	517.74	572.17	617.24	649.33	666.49	668.77	657.72	635.46	603.86	564.22	517.27	463.46	403.35	338.22	271.04	207.17	153.40	114.14	88.61	72.93	63.50	58.08	55.45	55.00	56.48	59.83	65.18	72.81	83.16	96.88	114.76	137.78	166.94	203.19	247.16	298.93	357.71	421.60	487.51	551.24	607.88	652.56	681.75	694.16	690.82	674.11	646.55	610.08	565.84	514.43	456.19	391.70	322.58	252.65	188.50	137.40	102.36	80.66	67.68	60.04	55.84	54.13	54.45	56.63	60.69	66.83	75.38	86.87	102.02	121.73	147.00	178.88	218.25	265.58	320.64	382.21	447.88	514.07	576.18	629.11	668.33	691.08	697.07	688.07	666.69	635.29	595.50	548.23	493.91	432.89	366.01	295.61	226.63	166.51	121.55	92.27	74.54	64.01	57.92	54.80	53.93	54.99	57.89	62.73	69.76	79.37	92.18	108.98	130.72	158.44	193.15	235.60	286.04	343.86	407.41	473.80	539.02	598.17	646.25	679.28	695.41	695.29	681.16	655.65	620.85	578.09	528.05	471.08	407.61	338.94	268.30	201.78	147.03	108.44	84.24	69.76	61.20	56.39	54.20	54.11	55.88	59.52	65.17	73.14	83.91	98.15	116.74	140.66	170.97	208.60	254.14	307.55	367.84	432.89	499.35	562.82	618.26	660.89	687.47	697.14	691.30	672.49	643.19	605.22	559.60	506.86	447.31	381.61	311.65	241.72	178.88	130.19	97.64	77.75	65.90	58.98	55.27	53.94	54.58	57.06	61.45	67.94	76.92	88.94	104.75	125.27	151.53	184.55	225.18	273.80	330.04	392.48	458.52	524.40	585.38	636.40	673.11	693.13	696.57	685.42	662.31	629.51	588.51	540.11	484.71	422.67	355.01	284.39	216.25	158.20	115.86	88.75	72.45	62.77	57.23	54.51	53.96	55.32	58.52	63.68	71.08	81.15	94.53	112.03	134.63	
D_ND	mid	0.04	16.46	65.20	229.95	395.92	473.30	503.95	516.15	520.04	517.91	509.82	495.89	476.94	454.46	430.39	406.82	385.65	368.37	355.96	348.94	347.45	351.40	360.51	374.27	391.82	411.68	431.50	447.97	457.11	455.50	441.71	416.99	384.65	349.07	314.66	285.00	262.26	247.16	239.44	238.53	243.90	255.31	272.72	296.16	325.47	359.86	397.38	434.23	464.56	481.82	481.73	464.53	434.12	396.01	356.04	319.40	289.68	268.55	256.09	251.67	254.55	264.28	280.56	303.03	330.91	362.34	393.67	418.83	430.41	423.41	398.58	361.44	319.17	278.68	245.10	220.86	206.01	199.40	199.85	206.61	219.47	238.63	264.41	296.93	335.65	378.55	421.15	456.03	474.73	472.54	451.03	415.81	373.72	331.49	294.58	266.27	247.48	237.69	235.91	241.38	253.73	272.76	298.16	328.99	363.02	395.69	419.76	427.22	414.35	384.14	343.53	300.28	261.15	230.48	209.68	198.07	194.27	197.17	206.24	221.47	243.16	271.66	307.00	348.21	392.50	434.15	464.65	476.07	466.05	438.26	399.21	355.95	314.94	280.92	256.20	241.00	234.43	235.55	243.76	258.77	280.41	308.23	340.90	375.42	406.11	424.89	424.68	404.41	369.15	326.50	284.05	247.80	220.92	203.84	195.43	194.34	199.66	211.09	228.78	253.08	284.30	322.15	365.11	409.34	447.87	471.76	474.76	457.14	424.11	382.55	339.43	300.67	270.11	249.14	237.40	233.91	237.82	248.68	266.29	290.42	320.36	354.26	388.17	415.31	427.36	419.11	392.20	353.13	309.71	269.08	236.24	213.22	199.66	194.23	195.69	203.37	217.18	237.37	264.33	298.19	338.30	382.37	425.41	459.34	475.58	470.23	445.89	408.72	365.77	323.72	287.81	260.90	243.60	235.16	234.60	241.22	254.70	274.86	301.35	333.13	367.65	399.91	422.19	426.68	410.68	378.18	336.51	293.40	255.35	226.21	206.96	196.70	194.04	197.95	207.98	224.20	246.95	276.58	312.99	355.02	399.47	440.08	468.07	476.07	462.82	432.73	392.49	349.15	308.97	276.32	253.14	239.37	234.07	236.33	245.62	261.69	284.35	313.06	346.31	380.71	410.15	426.33	422.85	399.76	362.80	319.69	277.88	242.97	217.66	202.03	194.85	194.81	201.09	213.48	232.17	257.54	289.82	
D_ND	right	0.26	17.16	64.56	194.47	284.32	295.90	272.30	238.75	205.49	176.30	152.31	133.54	119.47	109.43	102.79	99.05	97.89	99.13	102.74	108.80	117.54	129.29	144.50	163.72	187.58	216.72	251.68	292.81	340.02	392.63	449.13	507.06	563.06	613.23	653.81	682.03	696.74	698.39	688.45	668.71	640.74	605.65	564.08	516.31	462.56	403.35	340.16	276.10	216.24	166.10	128.86	103.77	87.83	78.12	72.68	70.39	70.69	73.36	78.41	86.05	96.68	110.90	129.54	153.58	184.15	222.35	269.09	324.70	388.61	458.90	532.08	603.11	666.07	715.33	747.22	760.98	758.44	742.57	716.32	681.86	640.51	592.86	539.02	478.96	412.96	342.50	271.33	205.98	153.48	116.90	93.84	79.96	71.89	67.69	66.37	67.47	70.87	76.66	85.10	96.69	112.14	132.39	158.55	191.86	233.49	284.25	344.29	412.55	486.43	561.65	632.46	692.55	736.64	762.04	769.20	760.79	740.07	709.86	672.06	627.69	577.09	520.26	457.17	388.39	316.13	245.32	183.41	136.64	105.74	86.85	75.66	69.34	66.39	66.08	68.10	72.41	79.17	88.75	101.72	118.89	141.27	170.05	206.49	251.65	306.16	369.73	440.76	515.95	590.36	657.87	712.33	749.31	767.38	768.05	754.41	729.67	696.30	655.84	609.00	555.96	496.64	431.14	360.53	287.97	219.60	163.03	122.71	97.09	81.67	72.65	67.79	65.94	66.56	69.47	74.70	82.50	93.32	107.80	126.85	151.56	183.16	222.86	271.61	329.73	396.47	469.60	545.16	617.65	680.77	728.84	758.47	769.50	764.23	745.95	717.64	681.40	638.43	589.21	533.76	472.01	404.32	332.43	260.59	195.94	145.46	111.28	90.16	77.58	70.36	66.76	65.90	67.41	71.20	77.39	86.29	98.43	114.56	135.65	162.87	197.45	240.55	292.92	354.52	424.08	498.70	573.79	643.42	701.31	742.49	764.81	769.19	758.52	736.06	704.50	665.58	620.18	568.57	510.70	446.58	376.95	304.40	234.39	174.55	130.45	101.86	84.51	74.28	68.60	66.13	66.22	68.60	73.29	80.48	90.55	104.12	122.03	145.34	175.24	212.99	259.60	315.58	380.47	452.42	527.85	601.58	667.40	719.32	753.31	768.47	766.67	751.09	724.87	690.32	648.84	601.05	547.05	486.75	

D_E_NDE	left	0.00	53.53	173.72	245.48	258.39	264.53	270.65	278.08	287.38	298.95	313.19	330.51	351.27	375.70	403.75	434.98	468.47	502.90	536.65	568.09	595.79	618.58	635.64	646.34	650.13	646.37	634.28	613.05	582.31	543.10	498.25	451.78	407.39	367.47	333.12	304.55	281.46	263.34	249.62	239.74	233.19	229.52	228.31	229.20	231.89	236.19	242.00	249.44	258.86	270.96	286.78	307.69	335.13	370.30	413.52	463.74	518.24	573.20	624.68	669.65	706.35	734.07	752.72	762.39	762.94	753.67	733.03	698.83	649.91	589.23	524.06	461.89	407.09	361.10	323.76	294.21	271.44	254.44	242.32	234.33	229.78	228.09	228.75	231.35	235.60	241.37	248.77	258.24	270.66	287.35	309.98	340.26	379.47	427.68	483.12	542.13	600.08	652.77	697.41	732.69	758.34	774.57	781.54	779.08	766.22	740.92	700.59	644.78	578.45	510.42	447.87	394.14	349.85	314.38	286.65	265.56	250.09	239.33	232.53	229.02	228.20	229.59	232.80	237.58	243.88	251.92	262.29	276.09	294.80	320.19	353.92	396.88	448.51	506.21	565.71	622.35	672.36	713.58	745.18	767.19	779.85	783.25	776.95	759.59	728.69	681.97	620.82	552.38	485.53	425.99	375.83	335.01	302.64	277.61	258.82	245.29	236.17	230.74	228.35	228.46	230.61	234.46	239.83	246.75	255.59	267.14	282.63	303.72	332.17	369.45	415.96	470.37	529.34	588.27	642.69	689.45	726.96	754.81	773.15	782.23	781.98	771.63	749.37	712.52	659.69	594.60	525.81	461.33	405.33	358.86	321.45	292.07	269.59	252.96	241.24	233.63	229.46	228.11	229.06	231.90	236.35	242.30	249.91	259.67	272.57	290.01	313.74	345.46	386.33	436.16	492.82	552.33	609.98	661.72	705.01	738.79	762.93	777.68	783.20	779.20	764.55	736.99	693.94	635.60	567.96	500.08	438.59	386.25	343.39	309.21	282.63	262.53	247.89	237.85	231.65	228.63	228.22	229.95	233.44	238.47	245.02	253.37	264.20	278.66	298.31	324.93	360.09	404.53	457.35	515.65	574.99	630.77	679.46	719.15	749.20	769.69	780.88	782.80	774.90	755.60	722.33	673.08	610.15	541.39	475.41	417.30	368.65	329.25	298.14	274.18	256.29	243.52	235.04	230.14	228.19	228.65	231.10	
D_E_NDE	mid	0.00	204.79	544.97	721.02	747.84	758.37	768.18	779.86	793.72	808.91	823.84	836.57	845.27	848.56	845.76	836.93	822.88	804.95	784.86	764.35	745.00	728.06	714.46	704.85	699.74	699.59	704.89	716.00	732.69	753.34	774.50	791.61	800.54	798.77	785.85	763.35	734.38	702.70	671.78	644.17	621.41	604.14	592.51	586.41	585.76	590.70	601.76	619.98	646.42	680.75	719.38	755.76	783.28	797.62	797.31	783.43	759.17	728.94	697.24	667.62	642.34	622.52	608.59	600.67	598.90	603.74	616.16	637.43	667.64	703.08	735.85	757.77	763.94	753.46	728.99	695.71	659.46	625.08	595.60	572.40	555.79	545.50	541.12	542.39	549.40	562.84	584.21	615.32	656.08	701.56	743.06	772.78	786.44	783.28	765.48	737.43	704.51	671.59	642.11	617.93	599.80	587.90	582.21	582.89	590.55	606.48	632.14	666.96	705.32	737.83	756.54	757.77	742.07	713.46	677.97	641.50	608.40	581.06	560.35	546.24	538.34	536.24	539.76	549.17	565.52	590.64	626.16	670.43	716.42	754.96	779.32	786.64	777.43	754.89	724.09	690.44	658.39	630.71	608.79	593.06	583.56	580.31	583.59	594.30	613.93	643.64	681.13	718.72	746.87	759.14	753.56	732.19	700.10	663.53	627.93	596.87	572.06	553.96	542.33	536.73	536.81	542.55	554.47	573.97	603.05	642.53	688.64	732.86	766.52	784.43	785.10	770.18	743.75	711.21	677.72	647.11	621.56	602.01	588.70	581.60	580.81	586.81	600.76	624.27	657.58	696.29	731.29	753.83	759.19	747.05	720.81	686.24	649.49	615.34	586.58	564.36	548.81	539.56	536.19	538.43	546.44	561.08	584.03	617.21	660.02	706.55	747.56	775.54	786.78	781.08	761.13	731.68	698.22	665.48	636.65	613.35	596.20	585.29	580.59	582.33	591.21	608.66	636.10	672.34	710.81	741.86	758.07	756.50	738.35	708.15	672.07	635.86	603.56	577.25	557.63	544.56	537.63	536.43	540.84	551.25	568.84	595.56	632.78	678.01	723.51	760.19	781.95	786.52	774.88	750.63	719.00	685.34	653.82	627.00	606.04	591.29	582.76	580.50	584.86	596.84	618.02	649.25	687.42	724.15	750.13	759.60	751.30	727.84	694.63	657.89	622.82	592.67	568.92	551.85	541.20	536.51	537.47	
D_E_NDE	right	0.00	243.28	522.43	630.92	636.55	628.07	613.39	593.31	568.21	538.96	507.01	474.14	442.08	412.18	385.38	362.16	342.68	326.89	314.59	305.55	299.49	296.14	295.22	296.52	299.84	305.09	312.28	321.58	333.40	348.40	367.54	391.98	422.83	460.76	505.48	555.38	607.62	658.79	705.77	746.31	779.16	803.90	820.57	829.38	830.42	823.41	807.41	780.83	741.89	690.37	629.57	565.77	505.15	451.50	406.24	369.37	340.22	317.89	301.49	290.17	283.19	279.89	279.68	282.05	286.62	293.16	301.69	312.56	326.58	345.16	370.19	403.69	447.11	500.33	560.92	624.38	685.56	740.24	785.92	821.71	847.74	864.62	872.95	873.06	864.70	846.73	816.87	772.39	712.85	643.08	571.61	505.66	448.81	401.89	364.34	335.15	313.18	297.38	286.80	280.63	278.13	278.66	281.70	286.87	293.97	303.08	314.71	329.92	350.41	378.29	415.62	463.49	520.96	584.56	649.08	709.34	761.64	804.16	836.53	859.21	872.91	878.20	875.27	863.54	841.42	806.13	755.22	690.00	617.51	546.61	483.28	429.81	386.33	351.97	325.60	306.08	292.39	283.62	278.97	277.74	279.33	283.25	289.19	297.03	307.01	319.85	336.85	359.94	391.29	432.73	484.66	545.15	609.87	673.36	730.90	779.54	818.08	846.59	865.67	876.05	878.16	871.94	856.46	829.61	788.41	731.39	662.17	589.25	520.76	461.12	411.60	371.80	340.70	317.14	300.02	288.36	281.29	278.06	278.01	280.56	285.30	291.98	300.61	311.58	325.84	344.94	370.97	406.06	451.62	507.24	569.98	634.86	696.51	750.84	795.61	830.21	854.97	870.60	877.75	876.69	867.07	847.52	815.49	768.14	705.63	633.86	561.87	496.49	440.74	395.08	358.78	330.74	309.80	294.90	285.11	279.62	277.69	278.71	282.15	287.66	295.07	304.53	316.62	332.53	354.04	383.32	422.36	471.98	530.82	595.03	659.26	718.47	769.27	810.12	840.85	862.00	874.30	878.28	874.01	860.80	836.80	799.14	745.64	678.57	605.68	535.64	473.80	421.97	380.04	347.06	321.89	303.39	290.57	282.53	278.49	277.76	279.77	284.04	290.29	298.45	308.83	322.21	340.03	364.27	397.12	440.22	493.70	555.18	620.05	682.86	739.13	786.20	823.12	850.08	867.74	876.79	877.62	

