0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 5.49 7.98 8.07 8.09 8.33 8.75 9.38 10.27 11.52 13.28 15.77 19.15 22.36 17.12 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.63 12.49 7.86 6.55 6.35 6.38 6.57 6.90 7.39 8.09 9.07 10.44 12.37 14.98 18.18 26.40 37.85 1.96 0.00 0.00 
0.00 0.00 0.00 11.61 8.59 5.41 4.70 4.65 4.66 4.80 5.04 5.40 5.91 6.62 7.62 9.02 10.90 12.96 16.71 26.02 32.85 0.00 0.00 
0.00 0.00 0.00 16.90 7.04 4.85 4.23 4.10 4.11 4.23 4.45 4.77 5.23 5.86 6.76 8.03 9.76 11.90 14.87 21.20 43.03 0.00 0.00 
0.00 0.00 0.00 14.35 6.25 4.66 4.08 3.97 3.99 4.11 4.32 4.63 5.07 5.69 6.56 7.79 9.47 11.55 14.53 18.67 36.47 0.00 0.00 
0.00 0.00 0.00 17.03 7.03 4.84 4.22 4.09 4.11 4.23 4.45 4.77 5.22 5.86 6.76 8.04 9.77 11.92 12.37 20.44 43.14 0.00 0.00 
0.00 0.00 0.00 12.72 8.56 5.42 4.68 4.64 4.66 4.79 5.04 5.40 5.91 6.62 7.62 9.03 10.92 12.99 16.71 25.32 33.00 0.00 0.00 
0.00 0.00 0.00 0.72 12.46 8.59 6.50 6.33 6.36 6.56 6.89 7.39 8.09 9.07 10.45 12.40 15.02 18.24 24.00 38.08 1.98 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 5.51 7.95 8.04 8.08 8.31 8.74 9.37 10.27 11.52 13.30 15.80 19.21 22.45 17.20 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
