0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	4.74	11.36	13.12	13.55	14.02	14.52	15.04	15.60	16.22	16.95	17.84	18.98	20.40	19.19	8.45	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.27	13.36	14.41	10.38	9.88	10.25	10.62	10.99	11.39	11.81	12.29	12.85	13.53	14.40	15.40	17.64	26.20	25.57	0.59	0.00	0.00	
0.00	0.00	0.00	13.16	10.92	7.94	7.53	7.25	7.50	7.76	8.04	8.33	8.63	8.98	9.39	9.89	10.51	11.29	12.75	14.48	21.04	26.21	0.00	0.00	
0.00	0.00	4.48	13.87	7.79	6.57	6.17	6.44	6.68	6.91	7.16	7.42	7.69	8.00	8.36	8.81	9.38	10.03	10.48	11.96	14.94	27.94	9.30	0.00	
0.00	0.00	10.55	9.76	7.19	6.04	5.83	5.87	6.05	6.27	6.49	6.72	6.97	7.25	7.57	7.97	8.48	9.12	9.85	10.90	13.81	19.61	21.82	0.00	
0.00	0.00	11.85	8.99	6.73	6.11	5.71	5.75	5.94	6.15	6.37	6.60	6.84	7.11	7.44	7.83	8.33	8.95	9.65	10.95	12.94	18.01	24.50	0.00	
0.00	0.00	10.55	9.78	7.19	6.04	5.83	5.87	6.05	6.27	6.49	6.72	6.97	7.25	7.57	7.98	8.49	9.13	9.85	10.90	13.21	19.63	21.83	0.00	
0.00	0.00	4.50	13.87	7.79	6.59	6.17	6.44	6.68	6.91	7.16	7.42	7.69	8.00	8.36	8.81	9.38	10.04	10.49	11.97	14.95	27.96	9.31	0.00	
0.00	0.00	0.00	13.16	10.93	7.94	7.52	7.25	7.50	7.76	8.04	8.33	8.64	8.98	9.39	9.89	10.52	11.30	12.19	14.49	20.45	26.24	0.00	0.00	
0.00	0.00	0.00	0.30	13.36	14.41	10.40	9.88	10.25	10.62	10.99	11.39	11.81	12.29	12.85	13.54	14.40	15.41	17.66	26.23	25.61	0.59	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	4.76	11.36	13.12	13.55	14.02	14.52	15.04	15.60	16.22	16.95	17.85	18.99	20.42	19.21	8.46	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
