0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	94.59	161.73	166.24	171.98	178.44	185.39	192.75	200.50	208.61	217.07	225.90	235.07	244.58	254.16	261.85	267.22	162.91	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	149.78	217.58	290.43	299.82	310.53	322.25	334.80	348.07	362.02	376.63	391.88	407.78	424.31	441.45	458.74	472.71	482.78	382.13	276.41	0.00	0.00	0.00	
0.00	0.00	0.00	140.19	206.67	278.66	289.22	299.94	311.22	323.19	335.85	349.17	363.15	377.78	393.06	408.98	425.55	442.76	460.20	474.50	485.35	493.31	388.97	280.66	0.00	0.00	
0.00	0.00	78.54	194.27	264.96	276.92	353.83	366.80	380.68	395.40	410.94	427.27	444.38	462.28	480.96	500.44	520.72	541.80	563.17	580.68	593.78	495.60	501.45	393.92	170.63	0.00	
0.00	0.00	128.41	191.85	263.49	339.40	353.01	366.73	380.97	395.88	411.51	427.89	445.04	462.96	481.66	501.16	521.48	542.61	564.09	581.83	595.45	605.37	502.62	395.05	284.34	0.00	
0.00	0.00	126.89	190.80	262.79	338.99	352.69	366.63	381.01	396.00	411.68	428.08	445.25	463.18	481.89	501.41	521.73	542.89	564.42	582.23	595.94	605.78	503.02	395.39	284.37	0.00	
0.00	0.00	127.90	191.25	262.96	339.01	352.74	366.55	380.85	395.79	411.45	427.85	445.01	462.93	481.65	501.15	521.47	542.61	564.09	581.83	595.45	605.38	502.63	395.06	284.35	0.00	
0.00	0.00	78.05	193.11	263.93	276.23	353.33	366.46	380.45	395.24	410.83	427.19	444.32	462.24	480.94	500.42	520.71	541.79	563.17	580.69	593.80	495.62	501.46	393.93	170.64	0.00	
0.00	0.00	0.00	139.18	205.73	277.72	288.62	299.54	310.95	323.00	335.71	349.08	363.09	377.73	393.02	408.96	425.53	442.75	460.20	474.51	485.38	493.32	388.98	280.66	0.00	0.00	
0.00	0.00	0.00	0.00	149.05	216.80	289.80	299.38	310.22	322.03	334.64	347.96	361.94	376.57	391.84	407.75	424.29	441.44	458.74	472.72	482.80	382.14	276.42	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	94.36	161.43	166.00	171.80	178.30	185.29	192.68	200.44	208.57	217.05	225.88	235.06	244.58	254.16	261.85	267.22	162.91	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
