0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1108.21	1114.57	1121.88	1130.49	1141.12	1153.87	1168.65	1185.30	1203.64	1223.40	1244.18	1265.22	1285.00	1300.03	1306.28	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	658.50	1544.79	1547.35	1993.86	2002.09	2015.54	2033.47	2055.48	2081.22	2110.33	2142.42	2177.02	2213.47	2250.76	2287.40	2321.55	1835.84	1857.66	799.08	0.00	0.00	
0.00	0.00	0.00	1539.71	1977.53	1975.82	1977.51	1984.22	1996.39	2013.30	2034.43	2059.33	2087.59	2118.82	2152.57	2188.31	2225.44	2263.39	2302.18	2342.43	2378.06	1874.00	0.00	0.00	
0.00	0.00	1095.00	1535.59	1968.32	2405.41	2407.32	2416.05	2430.88	2451.27	2476.73	2506.79	2540.94	2578.72	2619.58	2662.91	2707.94	2753.73	2799.31	2844.62	2367.33	1873.70	1347.70	0.00	
0.00	0.00	1097.24	1969.56	1960.86	2397.42	2397.94	2405.59	2419.68	2439.50	2464.45	2494.00	2527.67	2564.95	2605.34	2648.28	2693.16	2739.31	2786.19	2833.76	2358.75	2399.53	1353.52	0.00	
0.00	0.00	1097.99	1967.92	1958.22	2394.84	2394.81	2402.09	2415.91	2435.52	2460.29	2489.67	2523.17	2560.28	2600.51	2643.33	2688.16	2734.44	2781.75	2830.19	2355.16	2397.27	1355.55	0.00	
0.00	0.00	1097.26	1969.60	1960.88	2397.44	2397.95	2405.61	2419.69	2439.50	2464.44	2493.99	2527.64	2564.91	2605.28	2648.19	2693.02	2739.10	2785.90	2833.35	2358.11	2399.16	1353.40	0.00	
0.00	0.00	1095.04	1535.63	1968.36	2405.46	2407.35	2416.07	2430.89	2451.27	2476.72	2506.76	2540.90	2578.65	2619.47	2662.74	2707.68	2753.34	2798.74	2843.97	2366.62	1873.24	1347.48	0.00	
0.00	0.00	0.00	1539.77	1977.58	1975.87	1977.55	1984.24	1996.40	2013.30	2034.41	2059.29	2087.53	2118.73	2152.44	2188.11	2225.13	2262.89	2301.31	2341.62	2376.99	1873.34	0.00	0.00	
0.00	0.00	0.00	658.54	1544.85	1547.40	1993.92	2002.12	2015.55	2033.46	2055.46	2081.18	2110.26	2142.32	2176.87	2213.24	2250.43	2286.92	2320.88	1835.25	1856.94	798.75	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1108.26	1114.59	1121.89	1130.49	1141.12	1153.86	1168.62	1185.26	1203.58	1223.32	1244.06	1265.05	1284.77	1299.73	1305.93	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
