0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.21	1.22	1.34	1.34	1.34	0.00	0.00	0.00	
0.00	0.00	0.00	0.09	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.32	1.83	2.01	2.01	2.01	1.34	0.00	0.00	
0.00	0.00	0.09	0.13	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.43	2.43	2.68	2.68	2.68	2.01	1.34	0.00	
0.00	0.00	0.09	0.13	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.43	2.43	2.68	2.68	2.68	2.01	1.34	0.00	
0.00	0.00	0.09	0.13	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.43	2.43	2.68	2.68	2.68	2.01	1.34	0.00	
0.00	0.00	0.09	0.13	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.18	0.43	2.43	2.68	2.68	2.68	2.01	1.34	0.00	
0.00	0.00	0.00	0.09	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.32	1.83	2.01	2.01	2.01	1.34	0.00	0.00	
0.00	0.00	0.00	0.00	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.21	1.22	1.34	1.34	1.34	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
