0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	922.07	1524.36	1509.56	1490.53	1472.02	1455.97	1443.15	1433.90	1428.37	1426.61	1428.66	1434.50	1444.07	1457.25	1473.74	1492.81	1512.68	1528.90	925.02	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1576.82	2171.58	2134.57	2696.94	2660.88	2627.73	2599.36	2576.75	2560.43	2550.66	2547.56	2551.17	2561.48	2578.36	2601.61	2630.74	2664.82	2702.12	2140.27	2179.34	1582.35	0.00	0.00	0.00	
0.00	0.00	0.00	1616.58	2215.76	2783.61	2732.18	2682.68	2641.83	2607.20	2578.50	2555.96	2539.78	2530.11	2527.05	2530.61	2540.79	2557.52	2580.68	2610.09	2645.62	2687.69	2739.07	2793.37	2224.90	1621.22	0.00	0.00	
0.00	0.00	0.00	2272.48	2844.36	2779.16	3325.07	3269.39	3219.87	3177.23	3141.93	3114.28	3094.48	3082.67	3078.92	3083.25	3095.65	3116.06	3144.39	3180.47	3224.10	3274.98	3332.76	2786.33	2852.95	2278.26	0.00	0.00	
0.00	0.00	1017.98	2286.74	2847.32	3387.92	3319.72	3260.28	3208.98	3165.54	3129.92	3102.18	3082.38	3070.58	3066.82	3071.12	3083.46	3103.82	3132.15	3168.41	3212.59	3264.77	3325.27	3394.42	2852.75	2291.12	1023.31	0.00	
0.00	0.00	1033.31	2292.73	2849.85	3388.18	3318.62	3257.88	3205.76	3161.87	3126.04	3098.20	3078.35	3066.53	3062.75	3067.03	3079.34	3099.67	3128.00	3164.31	3208.66	3261.23	3322.36	3392.12	2852.61	2294.16	1033.74	0.00	
0.00	0.00	1024.71	2291.22	2851.31	3391.67	3322.39	3261.99	3210.05	3166.21	3130.34	3102.44	3082.54	3070.67	3066.87	3071.13	3083.43	3103.76	3132.04	3168.24	3212.32	3264.35	3324.64	3393.71	2852.03	2290.52	1023.05	0.00	
0.00	0.00	0.00	2278.62	2852.09	2784.85	3330.43	3272.59	3221.83	3178.44	3142.69	3114.75	3094.77	3082.84	3079.00	3083.26	3095.60	3115.95	3144.19	3180.16	3223.60	3274.19	3331.57	2784.98	2851.39	2277.18	0.00	0.00	
0.00	0.00	0.00	1621.57	2224.50	2792.11	2737.49	2685.99	2643.94	2608.54	2579.36	2556.50	2540.11	2530.31	2527.14	2530.63	2540.74	2557.39	2580.45	2609.72	2645.03	2686.71	2737.29	2791.71	2223.65	1620.37	0.00	0.00	
0.00	0.00	0.00	0.00	1581.98	2178.41	2139.12	2700.47	2663.18	2629.21	2600.30	2577.34	2560.79	2550.87	2547.66	2551.18	2561.41	2578.22	2601.35	2630.34	2664.22	2701.22	2139.20	2178.22	1581.58	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	924.59	1528.06	1511.78	1491.91	1472.89	1456.53	1443.50	1434.12	1428.49	1426.67	1428.67	1434.46	1443.99	1457.11	1473.52	1492.51	1512.26	1528.37	924.67	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
