0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1.53 2.26 2.34 2.39 2.52 2.71 2.98 3.37 3.94 4.82 6.25 8.62 11.93 10.79 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.16 3.34 2.18 1.85 1.84 1.89 1.99 2.14 2.35 2.66 3.11 3.81 4.93 6.81 9.90 18.30 40.10 2.69 0.00 0.00 
0.00 0.00 0.00 2.95 2.30 1.50 1.33 1.35 1.38 1.45 1.56 1.72 1.95 2.28 2.79 3.60 4.95 7.03 11.62 26.76 49.03 0.00 0.00 
0.00 0.00 0.00 4.28 1.88 1.35 1.20 1.19 1.22 1.28 1.38 1.52 1.71 2.01 2.45 3.18 4.39 6.34 9.78 22.71 65.03 0.00 0.00 
0.00 0.00 0.00 3.63 1.66 1.30 1.16 1.15 1.18 1.24 1.34 1.47 1.66 1.95 2.38 3.08 4.26 6.17 9.22 20.37 54.45 0.00 0.00 
0.00 0.00 0.00 4.31 1.87 1.35 1.20 1.19 1.22 1.28 1.38 1.52 1.71 2.01 2.45 3.18 4.39 6.34 7.96 21.75 64.78 0.00 0.00 
0.00 0.00 0.00 3.23 2.29 1.50 1.33 1.34 1.38 1.45 1.56 1.72 1.94 2.28 2.79 3.60 4.95 7.02 11.54 25.75 48.70 0.00 0.00 
0.00 0.00 0.00 0.18 3.32 2.38 1.84 1.83 1.88 1.98 2.13 2.35 2.66 3.11 3.81 4.93 6.80 9.88 16.42 39.78 2.67 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1.54 2.25 2.33 2.39 2.51 2.71 2.98 3.37 3.94 4.82 6.25 8.61 11.90 10.74 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
