0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1443.30	1452.08	1465.14	1478.13	1488.98	1496.80	1501.17	1501.97	1499.18	1492.97	1483.76	1472.38	1460.39	1452.09	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	844.30	1413.23	2016.69	2040.30	2061.87	2080.74	2095.92	2106.73	2112.79	2113.93	2110.15	2101.65	2088.80	2072.18	2051.91	2028.20	1422.65	850.04	0.00	0.00	
0.00	0.00	0.00	1396.98	1986.26	2602.21	2634.71	2663.26	2687.65	2707.05	2720.80	2728.52	2730.02	2725.33	2714.64	2698.39	2677.10	2650.62	2619.04	1999.72	1405.16	0.00	0.00	
0.00	0.00	0.00	1955.64	1989.41	2606.42	2642.02	2672.27	2697.29	2716.84	2730.59	2738.30	2739.84	2735.25	2724.68	2708.42	2686.71	2658.86	2624.62	2004.16	1970.02	0.00	0.00	
0.00	0.00	0.00	1956.79	1991.13	2607.69	2644.26	2675.14	2700.47	2720.13	2733.92	2741.65	2743.23	2738.68	2728.17	2711.92	2690.13	2661.98	2627.22	2007.18	1972.79	0.00	0.00	
0.00	0.00	0.00	1953.83	1988.21	2605.39	2641.33	2671.83	2697.03	2716.69	2730.51	2738.27	2739.87	2735.33	2724.84	2708.70	2687.22	2659.78	2626.48	2005.49	1970.95	0.00	0.00	
0.00	0.00	0.00	1393.58	1984.03	2600.14	2633.39	2662.45	2687.17	2706.77	2720.66	2728.47	2730.07	2725.48	2714.93	2698.89	2677.93	2651.97	2621.08	2001.63	1406.36	0.00	0.00	
0.00	0.00	0.00	843.02	1411.60	2013.82	2038.77	2060.99	2080.22	2095.62	2106.58	2112.74	2113.98	2110.31	2101.95	2089.32	2073.04	2053.33	2030.66	1424.26	850.93	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1442.14	1451.23	1464.56	1477.76	1488.75	1496.67	1501.14	1502.01	1499.31	1493.22	1484.18	1473.06	1461.43	1453.57	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
