0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	4.07	11.76	11.73	9.97	8.58	7.56	6.81	6.27	5.88	5.61	5.43	5.33	5.30	5.34	5.33	4.54	1.35	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	17.70	19.24	11.64	8.81	7.51	6.49	5.73	5.18	4.77	4.48	4.28	4.15	4.08	4.06	4.09	4.07	4.49	6.53	4.76	0.00	0.00	0.00	
0.00	0.00	0.00	24.64	22.94	9.33	8.33	6.49	5.50	4.75	4.19	3.78	3.48	3.27	3.12	3.03	2.97	2.96	2.98	2.98	3.21	3.47	5.43	4.42	0.00	0.00	
0.00	0.00	3.90	39.44	12.80	9.50	6.60	5.70	4.89	4.22	3.73	3.36	3.10	2.91	2.78	2.69	2.64	2.63	2.65	2.64	2.60	2.92	3.51	6.81	0.54	0.00	
0.00	0.00	34.30	30.09	13.31	8.09	6.39	5.27	4.45	3.83	3.37	3.04	2.80	2.63	2.51	2.43	2.38	2.37	2.39	2.40	2.46	2.59	3.22	4.85	3.66	0.00	
0.00	0.00	42.76	28.30	13.09	8.02	6.32	5.17	4.36	3.76	3.31	2.99	2.75	2.58	2.46	2.39	2.34	2.33	2.34	2.35	2.41	2.61	3.14	4.46	4.28	0.00	
0.00	0.00	35.63	30.48	13.39	8.09	6.38	5.26	4.44	3.83	3.37	3.04	2.80	2.63	2.51	2.43	2.38	2.37	2.39	2.40	2.46	2.59	3.22	4.74	3.66	0.00	
0.00	0.00	4.74	42.43	14.83	9.53	6.58	5.69	4.88	4.22	3.72	3.36	3.10	2.91	2.78	2.69	2.64	2.63	2.65	2.64	2.60	2.91	3.48	6.82	0.54	0.00	
0.00	0.00	0.00	27.31	23.10	11.06	8.30	6.46	5.48	4.73	4.18	3.78	3.48	3.27	3.12	3.03	2.98	2.96	2.98	2.98	2.99	3.47	5.43	4.42	0.00	0.00	
0.00	0.00	0.00	0.00	19.63	20.92	11.58	8.76	7.48	6.47	5.72	5.17	4.77	4.48	4.28	4.15	4.08	4.06	4.09	4.07	4.50	6.54	4.76	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	4.04	11.67	11.66	9.92	8.55	7.54	6.80	6.26	5.88	5.61	5.43	5.33	5.30	5.34	5.34	4.54	1.36	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
