0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 29.43 40.09 40.53 40.65 39.40 36.13 30.53 23.07 15.37 9.39 5.79 3.87 2.83 2.22 1.83 1.56 1.35 1.19 1.06 0.96 0.89 0.86 0.64 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 7.25 57.94 82.09 71.09 66.63 69.84 70.78 68.50 62.26 51.92 38.70 25.67 15.88 9.99 6.78 5.01 3.94 3.24 2.75 2.38 2.09 1.86 1.66 1.50 1.38 1.48 1.82 1.48 0.21 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 16.67 68.26 48.05 41.20 40.64 42.51 44.32 44.81 43.32 39.32 32.71 24.30 16.08 9.94 6.26 4.25 3.14 2.47 2.03 1.72 1.49 1.31 1.16 1.04 0.95 0.88 0.85 0.93 1.20 2.16 0.71 0.00 0.00 0.00 
0.00 0.00 0.00 6.32 62.69 38.81 33.72 33.69 32.69 34.63 36.11 36.48 35.22 31.91 26.50 19.68 13.05 8.10 5.12 3.49 2.58 2.03 1.67 1.41 1.22 1.07 0.95 0.85 0.77 0.72 0.68 0.75 0.84 1.20 2.81 0.41 0.00 0.00 
0.00 0.00 0.00 50.29 38.08 29.86 27.41 29.16 29.31 30.87 32.28 32.74 31.76 28.97 24.24 18.09 11.95 7.33 4.57 3.08 2.27 1.79 1.47 1.25 1.08 0.95 0.85 0.76 0.69 0.64 0.61 0.65 0.71 0.93 1.75 3.62 0.00 0.00 
0.00 0.00 0.00 61.87 31.01 27.62 27.37 26.16 27.00 26.64 28.13 28.53 27.53 24.92 20.70 15.43 10.31 6.46 4.12 2.82 2.09 1.65 1.35 1.14 0.99 0.87 0.77 0.68 0.61 0.56 0.56 0.58 0.69 0.89 1.42 4.73 0.00 0.00 
0.00 0.00 16.63 46.76 28.33 24.74 25.26 24.47 26.42 26.84 27.11 27.19 26.36 24.18 20.44 15.45 10.28 6.28 3.86 2.58 1.89 1.48 1.22 1.04 0.90 0.79 0.71 0.64 0.60 0.58 0.57 0.54 0.65 0.79 1.30 3.63 2.42 0.00 
0.00 0.00 20.70 42.26 28.00 24.90 24.65 22.14 26.78 26.48 26.83 26.92 26.08 23.90 20.19 15.25 10.17 6.22 3.84 2.57 1.88 1.48 1.22 1.03 0.90 0.79 0.71 0.64 0.59 0.57 0.59 0.49 0.64 0.79 1.29 3.23 3.42 0.00 
0.00 0.00 16.62 46.68 28.30 24.68 25.22 24.44 26.41 26.83 27.10 27.19 26.36 24.18 20.44 15.45 10.28 6.28 3.86 2.58 1.89 1.48 1.22 1.04 0.90 0.79 0.71 0.64 0.60 0.58 0.46 0.55 0.65 0.80 1.31 3.44 2.39 0.00 
0.00 0.00 0.00 61.75 31.68 27.51 27.30 26.09 26.96 26.61 28.11 28.52 27.53 24.92 20.70 15.43 10.31 6.46 4.12 2.82 2.09 1.64 1.35 1.14 0.99 0.87 0.77 0.68 0.62 0.56 0.57 0.59 0.59 0.87 1.30 4.82 0.00 0.00 
0.00 0.00 0.00 50.76 37.86 29.74 28.10 29.05 29.24 30.83 32.26 32.73 31.76 28.97 24.24 18.09 11.95 7.33 4.56 3.08 2.27 1.79 1.47 1.25 1.08 0.95 0.85 0.76 0.69 0.64 0.62 0.56 0.72 0.95 1.65 3.75 0.00 0.00 
0.00 0.00 0.00 6.29 62.39 38.64 33.60 33.57 32.60 34.58 36.07 36.46 35.21 31.91 26.50 19.68 13.05 8.10 5.12 3.49 2.58 2.03 1.67 1.41 1.22 1.07 0.95 0.85 0.78 0.72 0.69 0.73 0.85 1.21 2.91 0.43 0.00 0.00 
0.00 0.00 0.00 0.00 17.35 67.91 47.87 41.97 40.52 42.43 44.27 44.78 43.30 39.32 32.71 24.30 16.08 9.94 6.26 4.25 3.14 2.47 2.03 1.72 1.49 1.31 1.16 1.04 0.95 0.88 0.86 0.85 1.12 2.21 0.74 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 7.22 58.51 81.83 70.93 66.53 69.78 70.74 68.49 62.26 51.92 38.71 25.67 15.88 9.98 6.78 5.01 3.94 3.24 2.75 2.38 2.09 1.86 1.66 1.51 1.39 1.39 1.85 1.51 0.22 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 29.39 40.06 40.51 40.64 39.40 36.13 30.54 23.08 15.37 9.39 5.78 3.86 2.83 2.22 1.83 1.56 1.35 1.19 1.06 0.96 0.89 0.87 0.65 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
