0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 13.44 17.34 15.22 13.30 12.06 11.26 10.72 10.33 10.06 9.85 9.72 9.69 9.43 6.42 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 2.47 40.18 20.55 14.63 12.26 10.70 9.70 9.04 8.60 8.28 8.05 7.88 7.77 7.73 7.81 9.94 13.03 0.74 0.00 0.00 
0.00 0.00 0.00 42.79 27.57 14.41 10.74 9.20 8.05 7.30 6.79 6.45 6.21 6.03 5.89 5.81 5.78 5.73 6.40 9.11 11.38 0.00 0.00 
0.00 0.00 0.00 62.73 23.19 12.59 9.61 8.12 7.11 6.45 6.02 5.72 5.51 5.35 5.23 5.15 5.13 5.19 5.76 7.43 15.07 0.00 0.00 
0.00 0.00 0.00 53.30 20.91 11.84 9.31 7.88 6.91 6.28 5.86 5.57 5.36 5.20 5.09 5.01 4.98 5.03 5.56 6.60 12.79 0.00 0.00 
0.00 0.00 0.00 63.50 23.24 12.58 9.60 8.11 7.11 6.45 6.02 5.72 5.51 5.35 5.23 5.16 5.13 5.20 4.83 7.17 15.10 0.00 0.00 
0.00 0.00 0.00 47.15 27.67 14.49 10.71 9.18 8.04 7.29 6.79 6.45 6.21 6.03 5.90 5.82 5.79 5.75 6.41 8.86 11.42 0.00 0.00 
0.00 0.00 0.00 2.78 40.35 22.41 14.56 12.23 10.69 9.69 9.04 8.60 8.29 8.06 7.89 7.78 7.75 7.84 9.05 13.11 0.74 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 13.55 17.32 15.20 13.29 12.05 11.25 10.72 10.34 10.06 9.87 9.75 9.73 9.47 6.47 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
