0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.43	0.54	0.57	0.57	0.58	0.59	0.59	0.60	0.60	0.61	0.61	0.61	0.61	0.62	0.62	0.62	0.62	0.61	0.61	0.61	0.60	0.60	0.59	0.56	0.45	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.66	0.68	0.48	0.44	0.43	0.44	0.44	0.45	0.45	0.46	0.46	0.47	0.47	0.47	0.47	0.47	0.47	0.48	0.47	0.47	0.47	0.47	0.47	0.46	0.46	0.46	0.51	0.71	0.70	0.30	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.02	0.61	0.61	0.41	0.35	0.32	0.30	0.31	0.31	0.31	0.32	0.32	0.33	0.33	0.33	0.33	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.34	0.33	0.33	0.33	0.33	0.32	0.34	0.37	0.43	0.64	0.63	0.02	0.00	0.00	0.00	
0.00	0.00	0.00	0.02	0.68	0.45	0.32	0.29	0.28	0.27	0.24	0.24	0.24	0.24	0.25	0.25	0.25	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.27	0.29	0.30	0.32	0.34	0.48	0.73	0.00	0.00	0.00	
0.00	0.00	0.00	0.60	0.45	0.29	0.25	0.26	0.24	0.24	0.23	0.23	0.24	0.24	0.25	0.25	0.25	0.26	0.26	0.26	0.26	0.26	0.27	0.27	0.27	0.27	0.27	0.27	0.26	0.26	0.26	0.26	0.26	0.27	0.21	0.29	0.28	0.32	0.50	0.61	0.00	0.00	
0.00	0.00	0.29	0.60	0.31	0.25	0.24	0.24	0.22	0.18	0.15	0.14	0.14	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.15	0.16	0.20	0.26	0.16	0.29	0.29	0.37	0.60	0.00	0.00	
0.00	0.00	0.65	0.40	0.29	0.25	0.23	0.19	0.21	0.21	0.21	0.22	0.22	0.23	0.24	0.24	0.24	0.25	0.25	0.25	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.26	0.25	0.25	0.10	0.14	0.26	0.17	0.15	0.20	0.38	0.56	0.00	
0.00	0.14	0.66	0.34	0.27	0.24	0.21	0.21	0.20	0.19	0.16	0.14	0.15	0.15	0.15	0.16	0.16	0.16	0.16	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.17	0.16	0.19	0.26	0.10	0.14	0.11	0.12	0.14	0.22	0.61	0.00	
0.00	0.41	0.47	0.31	0.26	0.23	0.17	0.20	0.19	0.11	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.13	0.10	0.10	0.11	0.17	0.19	0.17	0.26	0.00	
0.00	0.51	0.42	0.29	0.23	0.22	0.14	0.21	0.15	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.10	0.10	0.11	0.12	0.13	0.16	0.18	0.00	
0.00	0.53	0.41	0.29	0.22	0.22	0.13	0.21	0.14	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.10	0.10	0.11	0.11	0.13	0.15	0.17	0.00	
0.00	0.50	0.42	0.29	0.24	0.23	0.14	0.21	0.16	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.09	0.09	0.09	0.10	0.10	0.11	0.12	0.12	0.16	0.19	0.00	
0.00	0.41	0.46	0.31	0.26	0.24	0.18	0.10	0.21	0.12	0.09	0.09	0.09	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.09	0.10	0.10	0.10	0.11	0.12	0.14	0.18	0.15	0.00	
0.00	0.14	0.65	0.33	0.27	0.19	0.23	0.13	0.10	0.09	0.09	0.09	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.13	0.15	0.16	0.00	0.00	
0.00	0.00	0.64	0.39	0.29	0.26	0.15	0.23	0.13	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.10	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.10	0.10	0.11	0.11	0.13	0.14	0.17	0.17	0.00	0.00	
0.00	0.00	0.28	0.59	0.31	0.26	0.26	0.15	0.11	0.10	0.10	0.11	0.11	0.11	0.11	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.11	0.11	0.11	0.12	0.13	0.13	0.13	0.19	0.00	0.00	0.00	
0.00	0.00	0.00	0.59	0.45	0.29	0.27	0.14	0.12	0.16	0.11	0.11	0.11	0.12	0.12	0.12	0.12	0.12	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.13	0.12	0.12	0.13	0.13	0.15	0.14	0.17	0.05	0.00	0.00	0.00	
0.00	0.00	0.00	0.02	0.68	0.46	0.34	0.19	0.14	0.18	0.13	0.13	0.13	0.13	0.13	0.14	0.14	0.14	0.14	0.14	0.14	0.14	0.15	0.15	0.15	0.15	0.15	0.15	0.14	0.14	0.14	0.14	0.14	0.15	0.16	0.18	0.20	0.06	0.00	0.00	0.00	0.00	
