0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1513.92	1505.41	1492.81	1480.44	1470.35	1463.44	1460.08	1460.45	1464.53	1472.17	1482.95	1495.96	1509.12	1518.04	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	929.63	1543.51	2123.30	2100.20	2079.33	2061.35	2047.23	2037.68	2033.06	2033.55	2039.14	2049.65	2064.70	2083.63	2105.56	2130.19	1547.99	932.52	0.00	0.00	
0.00	0.00	0.00	1559.53	2153.21	2720.65	2688.85	2661.21	2637.97	2619.96	2607.82	2601.96	2602.55	2609.58	2622.85	2641.95	2666.23	2694.86	2727.67	2159.30	1565.54	0.00	0.00	
0.00	0.00	0.00	2183.47	2150.03	2716.45	2681.57	2652.26	2628.39	2610.23	2598.11	2592.26	2592.81	2599.75	2612.91	2632.03	2656.73	2686.75	2722.23	2154.99	2189.01	0.00	0.00	
0.00	0.00	0.00	2182.32	2148.32	2715.17	2679.34	2649.41	2625.24	2606.97	2594.80	2588.94	2589.46	2596.35	2609.46	2628.56	2653.36	2683.68	2719.68	2152.02	2186.29	0.00	0.00	
0.00	0.00	0.00	2185.27	2151.24	2717.47	2682.26	2652.70	2628.66	2610.39	2598.19	2592.28	2592.79	2599.67	2612.75	2631.74	2656.24	2685.85	2720.39	2153.68	2188.10	0.00	0.00	
0.00	0.00	0.00	1562.91	2155.42	2722.72	2690.17	2662.02	2638.45	2620.24	2607.97	2602.01	2602.51	2609.44	2622.57	2641.46	2665.41	2693.54	2725.66	2157.42	1564.37	0.00	0.00	
0.00	0.00	0.00	930.91	1545.13	2126.14	2101.72	2080.20	2061.86	2047.53	2037.83	2033.11	2033.50	2038.98	2049.35	2064.19	2082.78	2104.15	2127.77	1546.41	931.65	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	1515.07	1506.25	1493.39	1480.82	1470.58	1463.56	1460.12	1460.41	1464.41	1471.92	1482.53	1495.30	1508.09	1516.59	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
