0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	997.50	1682.48	1705.88	1735.74	1767.32	1798.61	1828.75	1857.39	1884.39	1909.76	1933.60	1956.11	1977.58	1997.90	2012.76	2023.21	1219.64	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	1618.40	2313.40	3039.46	3092.91	3149.16	3206.08	3261.95	3315.76	3367.02	3415.52	3461.26	3504.42	3545.29	3584.32	3620.96	3646.35	3659.27	2848.17	2034.83	0.00	0.00	0.00	
0.00	0.00	0.00	1575.09	2260.05	2985.71	3050.67	3112.44	3171.95	3229.83	3285.79	3339.45	3390.57	3439.04	3484.91	3528.32	3569.55	3608.95	3645.77	3670.72	3682.49	3682.48	2860.86	2041.82	0.00	0.00	
0.00	0.00	930.88	2203.54	2917.28	2992.21	3741.37	3814.83	3887.43	3958.35	4026.86	4092.49	4154.99	4214.28	4270.42	4323.62	4374.21	4422.63	4467.97	4499.03	4514.42	3703.23	3693.59	2865.54	1234.76	0.00	
0.00	0.00	1539.75	2201.26	2919.13	3665.78	3748.01	3825.62	3900.09	3971.77	4040.54	4106.24	4168.75	4228.08	4284.32	4337.68	4388.50	4437.17	4482.75	4513.98	4529.80	4531.14	3705.28	2874.75	2054.48	0.00	
0.00	0.00	1533.34	2199.15	2918.30	3666.68	3749.62	3828.54	3903.86	3975.98	4044.96	4110.75	4173.32	4232.69	4288.99	4342.43	4393.32	4442.10	4487.77	4519.07	4534.91	4535.79	3709.35	2877.79	2053.37	0.00	
0.00	0.00	1537.06	2197.04	2914.35	3661.94	3745.30	3823.78	3898.87	3970.96	4040.01	4105.88	4168.52	4227.92	4284.22	4337.64	4388.49	4437.21	4482.84	4514.13	4530.00	4531.36	3705.53	2875.13	2054.64	0.00	
0.00	0.00	928.12	2194.46	2907.11	2985.06	3736.13	3811.37	3885.15	3956.84	4025.86	4091.83	4154.55	4213.99	4270.25	4323.53	4374.20	4422.70	4468.14	4499.33	4514.87	3703.63	3693.99	2865.85	1234.89	0.00	
0.00	0.00	0.00	1567.21	2251.57	2975.06	3044.19	3108.32	3169.27	3228.06	3284.61	3338.66	3390.05	3438.70	3484.69	3528.21	3569.53	3609.03	3645.98	3671.13	3683.31	3683.03	2861.20	2042.03	0.00	0.00	
0.00	0.00	0.00	0.00	1610.82	2304.37	3032.62	3088.42	3146.18	3204.09	3260.61	3314.86	3366.41	3415.12	3461.01	3504.29	3545.26	3584.40	3621.16	3646.70	3659.80	2848.53	2035.03	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	995.43	1679.67	1703.75	1734.20	1766.22	1797.84	1828.22	1857.02	1884.14	1909.60	1933.51	1956.07	1977.60	1997.97	2012.88	2023.37	1219.74	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
