0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	47.76	47.90	48.10	48.32	48.56	48.79	49.02	49.25	49.47	49.69	49.89	50.08	50.27	50.44	50.61	50.76	50.90	51.03	51.15	51.26	51.35	51.44	51.52	51.58	51.64	51.68	51.72	51.74	51.76	51.76	51.75	51.73	51.70	51.66	51.60	51.54	51.46	51.38	51.28	51.18	51.06	50.93	50.79	50.64	50.48	50.31	50.12	49.93	49.73	49.52	49.29	49.06	48.81	48.56	48.30	48.02	47.74	47.46	47.17	46.88	46.62	46.44	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	93.61	188.05	189.20	237.70	238.87	240.05	241.25	242.46	243.66	244.84	246.00	247.13	248.22	249.28	250.28	251.25	252.16	253.02	253.83	254.58	255.28	255.92	256.51	257.04	257.53	257.96	258.34	258.67	258.95	259.17	259.34	259.45	259.52	259.52	259.48	259.38	259.22	259.02	258.75	258.44	258.06	257.64	257.16	256.63	256.04	255.40	254.71	253.96	253.16	252.31	251.40	250.44	249.43	248.37	247.26	246.10	244.89	243.63	242.32	240.97	239.56	238.12	236.63	235.10	233.54	231.92	230.23	182.63	181.37	90.17	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	186.60	234.18	282.31	283.90	285.51	334.55	336.17	337.85	339.54	341.22	342.88	344.51	346.09	347.62	349.10	350.51	351.85	353.13	354.33	355.47	356.52	357.50	358.40	359.22	359.97	360.65	361.25	361.79	362.25	362.63	362.94	363.18	363.34	363.43	363.44	363.38	363.24	363.02	362.73	362.36	361.92	361.40	360.80	360.13	359.39	358.56	357.67	356.70	355.65	354.53	353.34	352.07	350.73	349.32	347.84	346.29	344.66	342.97	341.21	339.38	337.48	335.53	333.51	331.44	329.32	327.17	325.00	276.64	274.45	272.38	225.24	178.97	44.54	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	92.16	185.63	279.64	281.22	329.75	331.60	380.73	382.68	384.61	386.55	388.49	390.42	392.32	394.18	395.98	397.73	399.41	401.01	402.55	404.00	405.38	406.67	407.87	408.98	410.01	410.94	411.80	412.57	413.26	413.87	414.39	414.83	415.19	415.46	415.64	415.74	415.75	415.68	415.52	415.27	414.94	414.52	414.01	413.42	412.74	411.98	411.12	410.19	409.16	408.06	406.86	405.59	404.23	402.78	401.26	399.65	397.96	396.19	394.34	392.41	390.40	388.32	386.16	383.94	381.64	379.28	376.87	374.41	371.88	369.28	320.81	318.36	270.73	268.71	177.68	88.52	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	184.72	278.20	326.23	328.24	377.08	379.24	381.39	430.91	433.06	435.26	437.46	439.63	441.77	443.86	445.89	447.85	449.74	451.55	453.27	454.90	456.45	457.90	459.25	460.50	461.65	462.70	463.66	464.52	465.30	465.98	466.57	467.06	467.46	467.77	467.97	468.08	468.10	468.01	467.83	467.55	467.18	466.71	466.14	465.47	464.71	463.85	462.89	461.84	460.69	459.45	458.11	456.67	455.15	453.53	451.81	450.01	448.11	446.12	444.05	441.88	439.63	437.30	434.88	432.38	429.81	427.17	424.47	421.72	418.96	370.01	367.19	364.40	316.37	313.89	266.91	176.57	44.00	0.00	0.00	
0.00	0.00	0.00	183.29	276.40	324.37	372.80	375.14	424.25	426.71	429.16	431.52	433.80	436.05	438.26	440.45	442.59	444.67	446.70	448.65	450.53	452.33	454.05	455.67	457.21	458.65	459.99	461.24	462.38	463.43	464.38	465.25	466.02	466.70	467.28	467.77	468.17	468.47	468.68	468.79	468.80	468.71	468.53	468.26	467.88	467.41	466.84	466.18	465.42	464.56	463.60	462.55	461.41	460.17	458.83	457.40	455.88	454.27	452.56	450.76	448.87	446.89	444.83	442.67	440.43	438.11	435.70	433.22	430.65	428.02	425.31	422.53	419.66	416.64	413.52	410.43	362.04	359.21	311.75	265.04	175.62	0.00	0.00	
0.00	0.00	90.85	228.87	276.45	324.56	373.08	421.98	424.59	427.14	476.84	479.42	481.99	484.53	487.02	489.48	491.87	494.20	496.46	498.64	500.73	502.73	504.64	506.45	508.16	509.76	511.25	512.64	513.91	515.07	516.13	517.09	517.95	518.70	519.35	519.90	520.34	520.67	520.90	521.02	521.03	520.94	520.74	520.43	520.02	519.49	518.86	518.12	517.28	516.33	515.27	514.10	512.83	511.45	509.97	508.38	506.69	504.90	503.01	501.01	498.91	496.72	494.43	492.04	489.56	486.98	484.31	481.56	478.71	475.79	472.78	469.69	466.52	463.30	414.19	410.99	407.77	359.66	312.08	265.17	219.26	87.43	0.00	
0.00	0.00	181.69	274.33	322.20	370.59	419.39	422.10	471.51	474.29	477.09	479.79	482.43	485.01	487.53	490.00	492.40	494.73	496.99	499.17	501.26	503.26	505.17	506.97	508.68	510.27	511.77	513.15	514.42	515.57	516.63	517.59	518.44	519.19	519.84	520.39	520.83	521.16	521.39	521.51	521.52	521.43	521.23	520.92	520.50	519.98	519.35	518.61	517.77	516.82	515.76	514.60	513.33	511.95	510.47	508.89	507.21	505.42	503.53	501.54	499.45	497.26	494.98	492.59	490.12	487.55	484.90	482.15	479.32	476.40	473.39	470.29	467.08	463.77	460.35	456.95	408.21	404.95	356.98	309.66	263.23	174.70	0.00	
0.00	0.00	182.20	274.47	322.21	370.53	419.35	422.09	471.52	474.39	477.23	479.98	482.65	485.26	487.81	490.30	492.71	495.05	497.32	499.50	501.59	503.59	505.50	507.30	509.00	510.60	512.09	513.47	514.74	515.90	516.95	517.91	518.76	519.51	520.16	520.70	521.14	521.48	521.70	521.82	521.84	521.74	521.54	521.23	520.82	520.30	519.67	518.93	518.09	517.14	516.08	514.92	513.65	512.28	510.80	509.22	507.54	505.75	503.87	501.88	499.80	497.61	495.34	492.96	490.50	487.94	485.29	482.56	479.73	476.82	473.82	470.72	467.52	464.19	460.75	457.33	408.58	405.27	357.26	309.89	263.31	174.29	0.00	
