0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2443.04	3151.66	3164.96	3181.64	3200.83	3222.13	3245.39	3270.51	3297.45	3326.19	3356.73	3389.07	3423.22	3459.20	3497.03	3536.72	3578.30	3621.79	3667.22	3714.62	3764.02	3815.45	3868.94	3924.53	3982.26	4042.16	4104.26	4168.62	4235.26	4304.23	4375.57	4449.32	4525.54	4604.25	4685.52	4769.38	4855.89	4945.09	5037.03	5131.76	5229.34	5329.82	5433.24	5539.67	5649.15	5761.74	5877.51	5996.49	6118.76	6244.37	6373.38	6505.84	6641.82	6781.38	6924.58	7071.48	7222.14	7376.62	7534.99	7697.31	7863.65	8034.07	8208.63	8387.40	8570.44	8757.83	8949.62	9145.89	9346.70	9552.12	9762.21	9977.05	10196.69	10421.22	10650.69	10885.18	11124.76	11369.48	11619.44	11874.68	12135.29	12401.32	12672.86	12949.98	13232.73	13521.20	13815.45	14115.55	14421.59	14733.62	15051.73	15375.99	15705.00	16026.93	16340.38	16645.43	16942.16	17230.63	17510.91	17783.08	18047.20	18303.35	18551.58	18791.95	19024.54	19249.40	19466.59	19676.16	19878.17	20072.67	20259.70	20439.32	20611.56	20776.46	20934.06	21084.38	21227.44	21363.26	21491.83	21613.15	21727.18	21833.88	21933.14	22024.81	22108.60	22184.04	22249.86	22302.68	17379.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1027.99	3094.31	3794.33	4503.44	5222.40	5246.37	5272.92	6011.89	6047.60	6087.61	6131.42	6178.81	6229.67	6283.95	6341.64	6402.74	6467.26	6535.24	6606.70	6681.68	6760.24	6842.40	6928.24	7017.79	7111.12	7208.28	7309.35	7414.38	7523.44	7636.61	7753.94	7875.53	8001.43	8131.74	8266.52	8405.87	8549.86	8698.58	8852.12	9010.56	9174.00	9342.53	9516.24	9695.22	9879.58	10069.41	10264.81	10465.89	10672.74	10885.47	11104.19	11329.00	11560.01	11797.33	12041.08	12291.35	12548.27	12811.95	13082.51	13360.06	13644.72	13936.60	14235.83	14542.53	14856.81	15178.80	15508.63	15846.41	16192.27	16546.33	16908.72	17279.57	17659.00	18047.13	18444.11	18850.04	19265.08	19689.33	20122.93	20566.02	21018.72	21481.16	21953.47	22435.79	22928.24	23430.96	23944.08	24467.74	25002.06	25547.18	26103.24	26670.37	27248.71	27838.39	28439.56	29052.36	29674.12	30282.53	30874.93	31451.46	32012.26	32557.46	33087.21	33601.62	34100.83	34584.97	35054.15	35508.50	35948.13	36373.16	36783.69	37179.83	37561.69	37929.34	38282.90	38622.44	38948.03	39259.76	39557.68	39841.84	40112.27	40369.00	40612.02	40841.31	41056.77	41258.27	41445.55	41618.13	41775.08	41914.32	37106.80	37208.66	37299.54	32412.59	27488.37	22530.22	7524.61	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1700.43	3751.38	4447.14	5151.05	5861.40	6579.83	6609.65	6642.11	7382.70	7424.65	7470.37	7520.44	7574.86	7633.55	7696.48	7763.60	7834.91	7910.43	7990.17	8074.17	8162.48	8255.13	8352.19	8453.72	8559.77	8670.42	8785.74	8905.79	9030.66	9160.43	9295.18	9435.00	9579.98	9730.20	9885.76	10046.76	10213.29	10385.46	10563.36	10747.12	10936.82	11132.58	11334.52	11542.74	11757.37	11978.51	12206.30	12440.84	12682.28	12930.72	13186.30	13449.14	13719.38	13997.15	14282.58	14575.81	14876.97	15186.21	15503.66	15829.46	16163.75	16506.69	16858.41	17219.06	17588.79	17967.75	18356.08	18753.94	19161.48	19578.85	20006.20	20443.69	20891.48	21349.71	21818.55	22298.16	22788.68	23290.28	23803.13	24327.37	24863.17	25410.69	25970.08	26541.52	27125.17	27721.18	28329.72	28950.95	29585.04	30232.15	30892.45	31566.10	32253.27	32954.13	33668.84	34397.58	35140.52	35897.83	36666.23	37418.14	38150.27	38862.80	39555.89	40229.73	40884.46	41520.25	42137.27	42735.66	43315.57	43877.16	44420.56	44945.92	45453.36	45943.03	46415.04	46869.52	47306.57	47726.29	48128.80	48514.16	48882.47	49233.78	49568.14	49885.58	50186.10	50469.68	50736.23	50985.64	51217.68	51432.05	51628.37	51806.56	51968.74	47165.70	47288.55	47400.42	42508.55	37584.63	32636.10	27659.29	12592.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3048.90	4415.58	5110.56	5812.02	6520.94	7237.29	7267.85	7999.04	8038.39	8082.44	8129.80	8181.06	8236.65	8296.71	8361.29	8430.41	8504.06	8582.27	8665.06	8752.46	8844.52	8941.28	9042.80	9149.15	9260.38	9376.57	9497.79	9624.12	9755.64	9892.44	10034.60	10182.22	10335.38	10494.20	10658.76	10829.18	11005.55	11187.98	11376.59	11571.48	11772.78	11980.59	12195.05	12416.26	12644.37	12879.49	13121.75	13371.28	13628.23	13892.71	14164.88	14444.86	14732.81	15028.86	15333.15	15645.84	15967.08	16297.00	16635.78	16983.54	17340.46	17706.69	18082.39	18467.71	18862.81	19267.86	19683.02	20108.46	20544.33	20990.81	21448.06	21916.25	22395.55	22886.13	23388.16	23901.81	24427.25	24964.66	25514.22	26076.09	26650.45	27237.48	27837.35	28450.24	29076.33	29715.79	30368.81	31035.56	31716.22	32410.98	33120.00	33843.48	34581.60	35334.53	36102.47	36885.60	37684.10	38498.17	39327.98	40169.95	40993.87	41796.12	42576.92	43336.43	44074.84	44792.33	45489.07	46165.25	46821.02	47456.56	48072.02	48667.57	49243.34	49799.50	50336.18	50853.52	51351.65	51830.69	52290.77	52731.98	53154.42	53558.19	53943.36	54309.98	54658.10	54987.73	55298.89	55591.52	55865.56	56120.94	56357.56	56575.51	56775.24	56958.26	57126.87	57275.70	52432.65	52544.80	47641.64	42708.91	37747.37	32761.71	22711.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1682.64	3710.89	5075.37	5768.88	6468.72	7175.52	7889.76	7921.14	8649.78	8690.24	8734.58	9488.09	9543.08	9603.45	9669.04	9739.85	9815.91	9897.22	9983.83	10075.74	10173.01	10275.69	10383.81	10497.45	10616.67	10741.55	10872.16	11008.59	11150.92	11299.25	11453.68	11614.29	11781.21	11954.53	12134.37	12320.83	12514.05	12714.13	12921.21	13135.40	13356.84	13585.67	13822.01	14066.00	14317.80	14577.53	14845.35	15121.40	15405.84	15698.82	16000.50	16311.03	16630.59	16959.32	17297.40	17644.99	18002.27	18369.41	18746.58	19133.95	19531.71	19940.03	20359.10	20789.10	21230.22	21682.64	22146.54	22622.13	23109.59	23609.11	24120.89	24645.13	25182.01	25731.74	26294.52	26870.54	27460.00	28063.12	28680.09	29311.11	29956.39	30616.13	31290.55	31979.84	32684.21	33403.87	34139.04	34889.91	35656.70	36439.62	37238.88	38054.70	38887.27	39736.83	40603.57	41487.72	42389.50	43309.11	44246.78	45202.73	46177.18	47165.90	48133.44	49075.55	49992.47	50884.41	51751.57	52594.18	53412.44	54206.55	54976.70	55723.10	56445.93	57145.37	57821.61	58474.82	59105.16	59712.79	60297.87	60860.55	61400.96	61919.23	62415.49	62889.82	63342.34	63773.11	64182.20	64569.64	64935.46	65279.65	65602.18	65903.00	66182.04	66439.24	66674.45	66886.95	62133.24	62300.86	62451.74	57596.08	57708.76	52794.46	47850.40	42879.17	37884.42	27821.41	12663.37	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2348.69	4371.64	5731.67	6423.64	7121.68	7826.46	8538.44	8570.11	9296.11	9336.92	9381.78	10132.10	10187.97	10248.38	10313.98	10384.98	10461.45	10543.45	10631.04	10724.24	10823.12	10927.72	11038.09	11154.31	11276.44	11404.55	11538.73	11679.07	11825.65	11978.57	12137.92	12303.83	12476.38	12655.70	12841.90	13035.09	13235.41	13442.98	13657.92	13880.38	14110.48	14348.37	14594.19	14848.08	15110.20	15380.69	15659.72	15947.43	16243.98	16549.55	16864.30	17188.38	17521.98	17865.27	18218.43	18581.62	18955.04	19338.86	19733.27	20138.46	20554.61	20981.92	21420.58	21870.79	22332.74	22806.64	23292.67	23791.06	24301.99	24825.67	25362.32	25912.14	26475.34	27052.13	27642.72	28247.34	28866.18	29499.47	30147.43	30810.28	31488.22	32181.49	32890.29	33614.87	34355.43	35112.19	35885.40	36675.25	37481.99	38305.84	39147.02	40005.76	40882.29	41776.84	42689.64	43620.91	44570.89	45539.80	46527.89	47535.39	48562.54	49609.56	50671.92	51711.53	52723.84	53709.10	54667.52	55599.33	56504.78	57384.06	58237.41	59065.03	59867.13	60643.91	61395.58	62122.31	62824.31	63501.75	64154.80	64783.64	65388.41	65969.27	66526.36	67059.82	67569.75	68056.28	68519.49	68959.46	69376.26	69769.94	70140.52	70488.02	70812.46	71113.87	71392.31	71647.99	71881.48	72095.25	67326.83	67494.09	67643.84	62775.07	62886.22	57960.12	53005.30	48024.33	43021.19	32936.96	17756.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	2342.17	4358.58	5713.10	6401.07	7094.86	7794.98	8502.15	9216.75	9251.11	9980.69	10024.73	10073.62	10828.53	10888.46	10953.67	11024.38	11100.75	11182.88	11270.84	11364.72	11464.55	11570.41	11682.35	11800.44	11924.77	12055.40	12192.41	12335.91	12485.97	12642.71	12806.22	12976.61	13154.00	13338.49	13530.21	13729.29	13935.85	14150.02	14371.94	14601.75	14839.59	15085.60	15339.94	15602.75	15874.20	16154.44	16443.64	16741.95	17049.56	17366.62	17693.32	18029.82	18376.32	18732.99	19100.02	19477.59	19865.90	20265.14	20675.50	21097.19	21530.40	21975.34	22432.20	22901.21	23382.56	23876.46	24383.13	24902.79	25435.65	25981.93	26541.85	27115.62	27703.48	28305.65	28922.35	29553.81	30200.26	30861.94	31539.06	32231.86	32940.58	33665.46	34406.71	35164.59	35939.33	36731.16	37540.33	38367.07	39211.63	40074.24	40955.15	41854.60	42772.83	43710.08	44666.61	45642.65	46638.45	47654.26	48690.33	49746.90	50824.23	51922.57	53042.18	54178.18	55289.87	56372.38	57425.97	58450.88	59447.36	60415.64	61355.96	62268.56	63153.65	64011.46	64842.21	65646.10	66423.35	67174.16	67898.71	68597.20	69269.80	69916.69	70538.03	71133.97	71704.67	72250.24	72770.83	73266.54	73737.46	74183.70	74605.31	75002.37	75374.94	75723.08	76046.87	76346.44	76622.07	76874.25	77103.63	72352.60	72534.94	72696.39	67840.41	67960.64	63042.87	58095.06	53119.19	48119.01	43097.69	32989.72	17782.58	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	1668.72	4346.89	5696.02	6380.33	7745.61	8442.71	8467.10	9177.38	9894.88	9932.24	10665.11	10712.73	10765.45	10823.41	11590.14	11659.29	11734.78	11816.41	11904.16	11998.09	12098.26	12204.74	12317.59	12436.89	12562.72	12695.16	12834.30	12980.22	13133.04	13292.84	13459.74	13633.85	13815.27	14004.14	14200.58	14404.71	14616.67	14836.59	15064.61	15300.89	15545.56	15798.78	16060.70	16331.49	16611.30	16900.31	17198.67	17506.57	17824.18	18151.67	18489.24	18837.07	19195.34	19564.24	19943.98	20334.75	20736.74	21150.17	21575.23	22012.14	22461.10	22922.33	23396.05	23882.47	24381.82	24894.30	25420.16	25959.62	26512.90	27080.23	27661.86	28258.00	28868.91	29494.81	30135.94	30792.55	31464.88	32153.18	32857.67	33578.63	34316.28	35070.88	35842.67	36631.92	37438.87	38263.77	39106.88	39968.44	40848.73	41747.98	42666.47	43604.43	44562.15	45539.86	46537.84	47556.34	48595.63	49655.96	50737.60	51840.81	52965.87	54113.03	55282.56	56474.74	57684.37	58868.14	60020.85	61142.77	62234.17	63295.30	64326.42	65327.77	66299.61	67242.17	68155.69	69040.41	69896.54	70724.30	71523.92	72295.59	73039.52	73755.90	74444.92	75106.75	75741.57	76349.52	76930.77	77485.45	78013.70	78515.62	78991.34	79440.95	79864.55	80262.22	80634.05	80980.10	81300.40	81594.75	81862.18	77159.18	77378.40	77575.16	77749.90	72905.85	73036.56	68128.68	63191.17	63267.64	58277.40	48203.49	43166.04	33036.00	12719.11	0.00	0.00	0.00	0.00	0.00	
