0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1558.76 1556.57 1553.41 1547.92 1539.34 1527.27 1511.50 1491.86 1468.24 1440.76 1409.89 1377.03 1345.78 1324.16 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 936.54 1556.35 2185.96 2187.48 2184.65 2177.46 2165.64 2148.90 2127.00 2099.74 2067.03 2028.96 1985.95 1938.96 1889.58 1838.77 1260.31 745.40 0.00 0.00 
0.00 0.00 0.00 1556.63 2185.51 2819.57 2822.73 2819.74 2810.85 2795.86 2774.51 2746.55 2711.82 2670.20 2621.83 2567.17 2507.17 2443.31 2376.38 1774.31 1223.72 0.00 0.00 
0.00 0.00 0.00 2179.98 2190.65 2825.14 2830.05 2828.13 2819.78 2805.08 2783.93 2756.19 2721.71 2680.43 2632.41 2577.93 2517.52 2451.82 2381.04 1777.32 1716.79 0.00 0.00 
0.00 0.00 0.00 2181.19 2192.72 2826.94 2832.42 2830.90 2822.78 2808.22 2787.17 2759.52 2725.15 2684.00 2636.12 2581.73 2521.26 2455.19 2383.77 1780.72 1720.46 0.00 0.00 
0.00 0.00 0.00 2179.17 2190.09 2824.61 2829.68 2827.91 2819.66 2805.03 2783.94 2756.24 2721.82 2680.61 2632.70 2578.40 2518.29 2453.17 2383.70 1779.30 1718.17 0.00 0.00 
0.00 0.00 0.00 1555.02 2184.44 2818.43 2822.01 2819.33 2810.64 2795.77 2774.52 2746.65 2712.01 2670.53 2622.36 2567.99 2508.47 2445.34 2379.41 1777.17 1225.51 0.00 0.00 
0.00 0.00 0.00 935.97 1555.59 2184.23 2186.62 2184.20 2177.24 2165.56 2148.92 2127.11 2099.96 2067.40 2029.54 1986.84 1940.34 1891.76 1842.38 1262.75 746.74 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 1558.15 1556.15 1553.15 1547.78 1539.29 1527.30 1511.61 1492.05 1468.56 1441.24 1410.62 1378.14 1347.41 1326.39 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
