0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	9.83	13.75	13.10	12.25	11.69	11.36	11.22	11.24	11.42	11.78	12.37	13.26	13.91	10.02	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	1.19	23.53	14.22	11.29	10.31	9.65	9.21	8.96	8.84	8.86	9.00	9.28	9.74	10.43	11.40	15.76	23.61	1.34	0.00	0.00	
0.00	0.00	0.00	21.64	16.12	9.79	8.08	7.53	7.05	6.73	6.54	6.46	6.47	6.57	6.78	7.12	7.63	8.18	9.96	16.18	23.63	0.00	0.00	
0.00	0.00	0.00	31.33	13.25	8.72	7.29	6.66	6.23	5.95	5.78	5.71	5.72	5.81	6.00	6.30	6.75	7.40	8.83	13.31	31.45	0.00	0.00	
0.00	0.00	0.00	26.57	11.76	8.37	7.05	6.45	6.04	5.77	5.61	5.54	5.55	5.64	5.82	6.11	6.54	7.16	8.49	11.83	26.51	0.00	0.00	
0.00	0.00	0.00	31.55	13.23	8.70	7.28	6.65	6.22	5.94	5.78	5.71	5.72	5.81	6.00	6.30	6.76	7.41	7.32	12.81	31.42	0.00	0.00	
0.00	0.00	0.00	23.68	16.07	9.83	8.05	7.51	7.04	6.72	6.54	6.46	6.47	6.58	6.79	7.13	7.64	8.20	9.96	15.69	23.60	0.00	0.00	
0.00	0.00	0.00	1.34	23.47	15.55	11.22	10.28	9.63	9.20	8.95	8.84	8.86	9.00	9.29	9.76	10.46	11.44	14.30	23.68	1.34	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	9.88	13.70	13.06	12.23	11.68	11.36	11.22	11.24	11.42	11.79	12.40	13.30	13.98	10.08	0.00	0.00	0.00	0.00	
0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	
