D_nATP	left	
D_nATP	mid	
D_nATP	right	

D_nADP	left	
D_nADP	mid	
D_nADP	right	

E_nE	left	
E_nE	mid	
E_nE	right	

D_ND	left	
D_ND	mid	
D_ND	right	

D_E_NDE	left	
D_E_NDE	mid	
D_E_NDE	right	

