0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 203.64 203.62 203.61 203.59 203.58 203.57 203.57 203.56 203.56 203.55 203.55 203.55 203.55 0.00 0.00 
0.00 0.00 203.65 203.68 203.70 203.69 203.68 203.67 203.66 203.65 203.65 203.64 203.64 203.63 203.63 203.60 203.56 0.00 
0.00 0.00 203.64 203.70 203.72 203.72 203.71 203.70 203.69 203.68 203.68 203.67 203.67 203.66 203.65 203.62 203.56 0.00 
0.00 0.00 203.63 203.67 203.69 203.68 203.68 203.67 203.66 203.65 203.65 203.64 203.64 203.63 203.63 203.60 203.56 0.00 
0.00 0.00 0.00 203.62 203.61 203.60 203.59 203.58 203.57 203.57 203.56 203.56 203.55 203.55 203.55 203.55 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
