0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1151.64 1153.93 1157.22 1161.10 1165.40 1170.06 1175.04 1180.32 1185.88 1191.72 1197.82 1204.19 1210.80 1217.66 1224.76 1232.09 1239.65 1247.43 1255.44 1263.65 1272.08 1280.70 1289.53 1298.54 1307.74 1317.11 1326.65 1336.36 1346.22 1356.23 1366.38 1376.66 1387.06 1397.58 1408.19 1418.90 1429.70 1440.56 1451.49 1462.46 1473.48 1484.52 1495.58 1506.64 1517.69 1528.72 1539.72 1550.66 1561.54 1572.35 1583.07 1593.68 1604.18 1614.54 1624.75 1634.80 1644.67 1654.35 1663.82 1673.06 1682.05 1690.78 1699.22 1707.35 1715.14 1722.56 1729.57 1736.10 1742.03 1747.12 1750.68 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1136.88 1138.82 1141.73 1145.34 1149.73 1153.30 1157.02 1161.06 1165.44 1170.14 1175.15 1180.44 1186.02 1191.87 1197.98 1204.35 1210.97 1217.83 1224.93 1232.27 1239.83 1247.62 1255.63 1263.84 1272.27 1280.90 1289.73 1298.74 1307.94 1317.32 1326.86 1336.57 1346.44 1356.45 1366.60 1376.89 1387.29 1397.81 1408.43 1419.14 1429.93 1440.80 1451.73 1462.71 1473.73 1484.78 1495.84 1506.90 1517.96 1528.99 1539.99 1550.94 1561.82 1572.64 1583.36 1593.97 1604.47 1614.84 1625.06 1635.12 1645.00 1654.68 1664.16 1673.40 1682.41 1691.15 1699.60 1707.75 1715.58 1723.04 1730.12 1736.77 1742.96 1748.71 1754.26 1761.13 1766.84 1771.46 1774.58 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1127.54 1129.21 1131.84 1135.30 1138.24 1141.42 1144.98 1148.88 1152.73 1156.70 1160.91 1165.39 1170.15 1175.20 1180.52 1186.12 1191.99 1198.11 1204.49 1211.12 1217.99 1225.09 1232.43 1240.00 1247.79 1255.80 1264.03 1272.46 1281.09 1289.92 1298.93 1308.14 1317.52 1327.07 1336.78 1346.65 1356.66 1366.82 1377.10 1387.51 1398.03 1408.65 1419.37 1430.17 1441.04 1451.97 1462.95 1473.98 1485.03 1496.09 1507.16 1518.22 1529.26 1540.26 1551.21 1562.10 1572.92 1583.65 1594.27 1604.78 1615.15 1625.38 1635.44 1645.33 1655.02 1664.51 1673.77 1682.79 1691.56 1700.04 1708.23 1716.09 1723.63 1730.80 1737.61 1744.06 1750.21 1756.20 1762.32 1767.96 1773.02 1777.70 1783.28 1787.57 1790.39 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1121.84 1123.46 1126.16 1128.62 1131.38 1134.48 1137.62 1140.95 1144.52 1148.33 1152.27 1156.38 1160.70 1165.27 1170.10 1175.20 1180.56 1186.19 1192.07 1198.21 1204.61 1211.24 1218.12 1225.24 1232.58 1240.16 1247.95 1255.97 1264.19 1272.63 1281.26 1290.10 1299.12 1308.32 1317.71 1327.26 1336.98 1346.85 1356.87 1367.02 1377.31 1387.72 1398.24 1408.87 1419.59 1430.39 1441.27 1452.20 1463.19 1474.22 1485.27 1496.34 1507.41 1518.48 1529.52 1540.52 1551.48 1562.38 1573.20 1583.93 1594.57 1605.08 1615.46 1625.70 1635.77 1645.67 1655.38 1664.89 1674.17 1683.21 1692.00 1700.52 1708.75 1716.68 1724.29 1731.57 1738.53 1745.17 1751.53 1757.69 1763.68 1769.34 1774.63 1779.67 1784.67 1789.12 1793.07 1797.50 1800.25 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1116.72 1118.10 1120.53 1122.78 1125.31 1127.94 1130.77 1133.83 1137.05 1140.45 1144.06 1147.88 1151.88 1156.08 1160.49 1165.13 1170.02 1175.17 1180.57 1186.22 1192.13 1198.29 1204.70 1211.35 1218.24 1225.36 1232.72 1240.30 1248.10 1256.12 1264.35 1272.79 1281.43 1290.27 1299.29 1308.50 1317.89 1327.45 1337.16 1347.04 1357.06 1367.22 1377.51 1387.93 1398.45 1409.08 1419.80 1430.61 1441.49 1452.43 1463.42 1474.45 1485.51 1496.58 1507.66 1518.73 1529.77 1540.79 1551.75 1562.65 1573.48 1584.22 1594.86 1605.38 1615.78 1626.02 1636.11 1646.03 1655.75 1665.27 1674.58 1683.65 1692.47 1701.03 1709.31 1717.30 1724.99 1732.38 1739.46 1746.24 1752.75 1759.02 1765.03 1770.76 1776.19 1781.35 1786.28 1790.87 1795.13 1799.25 1802.88 1806.91 1809.35 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1113.92 1115.59 1117.45 1119.67 1122.02 1124.56 1127.27 1130.15 1133.24 1136.50 1139.95 1143.61 1147.47 1151.52 1155.79 1160.27 1164.97 1169.92 1175.11 1180.55 1186.24 1192.17 1198.35 1204.78 1211.44 1218.34 1225.47 1232.84 1240.43 1248.24 1256.26 1264.50 1272.94 1281.59 1290.43 1299.46 1308.67 1318.06 1327.62 1337.35 1347.22 1357.25 1367.41 1377.71 1388.12 1398.65 1409.29 1420.01 1430.82 1441.70 1452.65 1463.64 1474.68 1485.74 1496.82 1507.90 1518.97 1530.03 1541.04 1552.02 1562.93 1573.76 1584.51 1595.16 1605.69 1616.10 1626.36 1636.46 1646.39 1656.13 1665.68 1675.01 1684.11 1692.96 1701.57 1709.90 1717.96 1725.72 1733.20 1740.39 1747.29 1753.91 1760.27 1766.35 1772.16 1777.69 1782.94 1787.92 1792.60 1797.00 1801.14 1804.97 1808.58 1811.55 1814.33 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1109.25 1110.44 1112.62 1114.60 1116.65 1118.89 1121.29 1123.87 1126.62 1129.55 1132.67 1135.98 1139.48 1143.18 1147.09 1151.19 1155.51 1160.05 1164.81 1169.81 1175.04 1180.51 1186.23 1192.19 1198.39 1204.83 1211.51 1218.43 1225.57 1232.95 1240.54 1248.36 1256.39 1264.64 1273.09 1281.74 1290.58 1299.62 1308.83 1318.23 1327.79 1337.52 1347.40 1357.43 1367.60 1377.90 1388.32 1398.85 1409.49 1420.22 1431.03 1441.91 1452.86 1463.86 1474.90 1485.97 1497.05 1508.14 1519.22 1530.28 1541.30 1552.28 1563.20 1574.04 1584.80 1595.46 1606.00 1616.42 1626.69 1636.81 1646.76 1656.52 1666.09 1675.45 1684.58 1693.48 1702.12 1710.51 1718.63 1726.47 1734.03 1741.30 1748.30 1755.02 1761.46 1767.63 1773.53 1779.14 1784.47 1789.53 1794.30 1798.78 1802.99 1806.92 1810.57 1813.89 1817.12 1820.75 1822.94 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1106.98 1108.28 1109.84 1111.74 1113.74 1115.86 1118.14 1120.58 1123.20 1126.00 1128.97 1132.14 1135.49 1139.04 1142.78 1146.73 1150.88 1155.25 1159.83 1164.64 1169.68 1174.95 1180.46 1186.21 1192.19 1198.42 1204.88 1211.57 1218.50 1225.66 1233.04 1240.65 1248.48 1256.52 1264.77 1273.22 1281.88 1290.73 1299.77 1308.99 1318.39 1327.95 1337.68 1347.57 1357.60 1367.77 1378.08 1388.50 1399.04 1409.68 1420.41 1431.23 1442.12 1453.07 1464.07 1475.12 1486.19 1497.28 1508.37 1519.46 1530.52 1541.55 1552.54 1563.46 1574.32 1585.08 1595.75 1606.31 1616.74 1627.03 1637.16 1647.13 1656.92 1666.51 1675.90 1685.06 1694.00 1702.69 1711.13 1719.30 1727.21 1734.84 1742.20 1749.28 1756.09 1762.62 1768.87 1774.84 1780.54 1785.95 1791.08 1795.93 1800.50 1804.79 1808.80 1812.53 1815.99 1819.26 1822.35 1824.82 1827.12 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
