3.75	0	0	0	0
3.75	0	0.15	0	0
3.75	0	0.3	0	0
3.75	0	0.45	0	0
3.75	0	0.6	0	0
3.75	0	0.75	0	0
3.75	0	0.9	0	0
3.75	0	1.05	0	0
3.75	0	1.2	0	0
3.75	0	1.35	0	0
3.75	0	1.5	0	0
3.75	0	1.65	0	0
3.75	0	1.8	0	0
3.75	0	1.95	0	0
3.75	0	2.1	0	0
3.75	0	2.25	0	0
3.75	0	2.4	0	0
3.75	0	2.55	0	0
3.75	0	2.7	0	0
3.75	0	2.85	0	0
3.75	0	3	0	0
3.75	0	3.15	0	0
3.75	0	3.3	0	0
3.75	0	3.45	0	0
3.75	0	3.6	0	0
3.75	0	3.75	0	0
3.75	0	3.9	0	0
3.75	0	4.05	0	0
3.75	0	4.2	0	0
3.75	0	4.35	0	0
3.75	0	4.5	0	0
3.75	0	4.65	0	0
3.75	0	4.8	0	0
3.75	0	4.95	0	0
3.75	0	5.1	0	0
3.75	0	5.25	0	0
3.75	0	5.4	0	0
3.75	0	5.55	0	0
3.75	0	5.7	0	0
3.75	0	5.85	0	0
3.75	0	6	0	0
3.75	0	6.15	0	0
3.75	0	6.3	0	0
3.75	0	6.45	0	0
3.75	0	6.6	0	0
3.75	0	6.75	0	0
3.75	0	6.9	0	0
3.75	0	7.05	0	0
3.75	0	7.2	0	0
3.75	0	7.35	0	0
3.75	0	7.5	0	0
3.75	0	7.65	0	0
3.75	0	7.8	0	0
3.75	0	7.95	0	0
3.75	0	8.1	0	0
3.75	0	8.25	0	0
3.75	0	8.4	0	0
3.75	0	8.55	0	0
3.75	0	8.7	0	0
3.75	0	8.85	0	0
3.75	0	9	0	0
3.75	0	9.15	0	0
3.75	0	9.3	0	0
3.75	0	9.45	0	0
3.75	0	9.6	0	0
3.75	0	9.75	0	0
3.75	0	9.9	0	0
3.75	0	10.05	0	0
3.75	0	10.2	0	0
3.75	0	10.35	0	0
3.75	0	10.5	0	0
3.75	0	10.65	0	0
3.75	0	10.8	0	0
3.75	0	10.95	0	0
3.75	0	11.1	0	0
3.75	0	11.25	0	0
3.75	0	11.4	0	0
3.75	0	11.55	0	0
3.75	0.15	0	0	0
3.75	0.15	0.15	0	0
3.75	0.15	0.3	0	0
3.75	0.15	0.45	0	0
3.75	0.15	0.6	0	0
3.75	0.15	0.75	0	0
3.75	0.15	0.9	0	0
3.75	0.15	1.05	0	0
3.75	0.15	1.2	0	0
3.75	0.15	1.35	0	0
3.75	0.15	1.5	0	0
3.75	0.15	1.65	0	0
3.75	0.15	1.8	0	0
3.75	0.15	1.95	0	0
3.75	0.15	2.1	0	0
3.75	0.15	2.25	0	0
3.75	0.15	2.4	0	0
3.75	0.15	2.55	0	0
3.75	0.15	2.7	0	0
3.75	0.15	2.85	0	0
3.75	0.15	3	0	0
3.75	0.15	3.15	0	0
3.75	0.15	3.3	0	0
3.75	0.15	3.45	0	0
3.75	0.15	3.6	0	0
3.75	0.15	3.75	0	0
3.75	0.15	3.9	0	0
3.75	0.15	4.05	0	0
3.75	0.15	4.2	0	0
3.75	0.15	4.35	0	0
3.75	0.15	4.5	0	0
3.75	0.15	4.65	0	0
3.75	0.15	4.8	0	0
3.75	0.15	4.95	0	0
3.75	0.15	5.1	0	0
3.75	0.15	5.25	0	0
3.75	0.15	5.4	0	0
3.75	0.15	5.55	0	0
3.75	0.15	5.7	0	0
3.75	0.15	5.85	0	0
3.75	0.15	6	0	0
3.75	0.15	6.15	0	0
3.75	0.15	6.3	0	0
3.75	0.15	6.45	0	0
3.75	0.15	6.6	0	0
3.75	0.15	6.75	0	0
3.75	0.15	6.9	0	0
3.75	0.15	7.05	0	0
3.75	0.15	7.2	0	0
3.75	0.15	7.35	0	0
3.75	0.15	7.5	0	0
3.75	0.15	7.65	0	0
3.75	0.15	7.8	0	0
3.75	0.15	7.95	0	0
3.75	0.15	8.1	0	0
3.75	0.15	8.25	0	0
3.75	0.15	8.4	0	0
3.75	0.15	8.55	0	0
3.75	0.15	8.7	0	0
3.75	0.15	8.85	0	0
3.75	0.15	9	0	0
3.75	0.15	9.15	0	0
3.75	0.15	9.3	0	0
3.75	0.15	9.45	0	0
3.75	0.15	9.6	0	0
3.75	0.15	9.75	0	0
3.75	0.15	9.9	0	0
3.75	0.15	10.05	0	0
3.75	0.15	10.2	0	0
3.75	0.15	10.35	0	0
3.75	0.15	10.5	0	0
3.75	0.15	10.65	0	0
3.75	0.15	10.8	0	0
3.75	0.15	10.95	0	0
3.75	0.15	11.1	0	0
3.75	0.15	11.25	0	0
3.75	0.15	11.4	0	0
3.75	0.15	11.55	0	0
3.75	0.3	0	0	0
3.75	0.3	0.15	0	0
3.75	0.3	0.3	0	0
3.75	0.3	0.45	0	0
3.75	0.3	0.6	0	0
3.75	0.3	0.75	0	0
3.75	0.3	0.9	0	0
3.75	0.3	1.05	0	0
3.75	0.3	1.2	0	0
3.75	0.3	1.35	0	0
3.75	0.3	1.5	0	0
3.75	0.3	1.65	0	0
3.75	0.3	1.8	0	0
3.75	0.3	1.95	0	0
3.75	0.3	2.1	0	0
3.75	0.3	2.25	0	0
3.75	0.3	2.4	0	0
3.75	0.3	2.55	0	0
3.75	0.3	2.7	0	0
3.75	0.3	2.85	0	0
3.75	0.3	3	0	0
3.75	0.3	3.15	0	0
3.75	0.3	3.3	0.560421	0.0169228
3.75	0.3	3.45	0.563576	0.0226496
3.75	0.3	3.6	0.565766	0.0225616
3.75	0.3	3.75	0.566956	0.0225142
3.75	0.3	3.9	0.299349	0.0225051
3.75	0.3	4.05	0.283592	0.0225051
3.75	0.3	4.2	0.283592	0.0225051
3.75	0.3	4.35	0.283592	0.0225051
3.75	0.3	4.5	0.283592	0.0225051
3.75	0.3	4.65	0.283592	0.0225051
3.75	0.3	4.8	0.283592	0.0225051
3.75	0.3	4.95	0.283592	0.0225051
3.75	0.3	5.1	0.283592	0.0225051
3.75	0.3	5.25	0.283592	0.0225051
3.75	0.3	5.4	0.283592	0.0225051
3.75	0.3	5.55	0.283592	0.0225051
3.75	0.3	5.7	0.283592	0.0225051
3.75	0.3	5.85	0.283592	0.0225051
3.75	0.3	6	0.283592	0.0225051
3.75	0.3	6.15	0.283592	0.0225051
3.75	0.3	6.3	0.283592	0.0225051
3.75	0.3	6.45	0.283592	0.0225051
3.75	0.3	6.6	0.283592	0.0225051
3.75	0.3	6.75	0.283592	0.0225051
3.75	0.3	6.9	0.283592	0.0225051
3.75	0.3	7.05	0.283592	0.0225051
3.75	0.3	7.2	0.283592	0.0225051
3.75	0.3	7.35	0.283592	0.0225051
3.75	0.3	7.5	0.283592	0.0225051
3.75	0.3	7.65	0.283592	0.0225051
3.75	0.3	7.8	0.299349	0.0225051
3.75	0.3	7.95	0.566956	0.0225142
3.75	0.3	8.1	0.565766	0.0225616
3.75	0.3	8.25	0.563576	0.0226496
3.75	0.3	8.4	0.560421	0.0169228
3.75	0.3	8.55	0	0
3.75	0.3	8.7	0	0
3.75	0.3	8.85	0	0
3.75	0.3	9	0	0
3.75	0.3	9.15	0	0
3.75	0.3	9.3	0	0
3.75	0.3	9.45	0	0
3.75	0.3	9.6	0	0
3.75	0.3	9.75	0	0
3.75	0.3	9.9	0	0
3.75	0.3	10.05	0	0
3.75	0.3	10.2	0	0
3.75	0.3	10.35	0	0
3.75	0.3	10.5	0	0
3.75	0.3	10.65	0	0
3.75	0.3	10.8	0	0
3.75	0.3	10.95	0	0
3.75	0.3	11.1	0	0
3.75	0.3	11.25	0	0
3.75	0.3	11.4	0	0
