0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.56 450.75 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.54 450.78 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.61 450.72 450.91 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.68 450.95 451.10 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.81 450.93 451.18 451.31 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.88 451.18 451.40 451.50 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.97 451.11 451.40 451.58 451.67 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 451.02 451.33 451.57 451.72 451.79 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 451.04 451.21 451.50 451.70 451.81 451.84 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 451.07 451.40 451.64 451.78 451.82 451.78 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 451.06 451.24 451.55 451.74 451.81 451.76 451.53 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 451.09 451.43 451.68 451.82 451.84 451.71 451.40 0.00 
0.00 0.00 0.00 0.00 0.00 451.01 451.24 451.57 451.79 451.89 451.86 451.68 451.33 0.00 
0.00 0.00 0.00 0.00 0.00 451.03 451.40 451.70 451.88 451.95 451.88 451.68 451.31 0.00 
0.00 0.00 0.00 0.00 450.86 451.15 451.53 451.80 451.96 452.00 451.91 451.68 451.30 0.00 
0.00 0.00 0.00 0.00 450.89 451.30 451.64 451.89 452.03 452.05 451.94 451.69 451.31 0.00 
0.00 0.00 0.00 450.63 450.98 451.41 451.73 451.96 452.08 452.08 451.96 451.71 451.31 0.00 
0.00 0.00 0.00 450.75 451.14 451.51 451.80 452.01 452.12 452.11 451.98 451.72 451.32 0.00 
0.00 0.00 451.11 450.99 451.27 451.58 451.85 452.04 452.14 452.12 451.99 451.72 451.32 0.00 
0.00 0.00 451.13 451.09 451.32 451.61 451.87 452.05 452.14 452.13 451.99 451.72 451.32 0.00 
0.00 0.00 451.10 450.98 451.26 451.58 451.84 452.04 452.13 452.12 451.98 451.71 451.32 0.00 
0.00 0.00 0.00 450.74 451.13 451.49 451.79 452.00 452.10 452.09 451.96 451.70 451.30 0.00 
0.00 0.00 0.00 450.62 450.96 451.38 451.71 451.93 452.05 452.06 451.94 451.68 451.29 0.00 
0.00 0.00 0.00 0.00 450.86 451.27 451.61 451.86 451.99 452.01 451.91 451.66 451.28 0.00 
0.00 0.00 0.00 0.00 450.83 451.11 451.49 451.76 451.92 451.96 451.87 451.64 451.26 0.00 
0.00 0.00 0.00 0.00 0.00 450.99 451.36 451.65 451.84 451.90 451.84 451.63 451.26 0.00 
0.00 0.00 0.00 0.00 0.00 450.97 451.19 451.52 451.74 451.84 451.81 451.63 451.28 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 451.03 451.37 451.62 451.76 451.78 451.65 451.34 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 451.00 451.19 451.49 451.68 451.75 451.69 451.46 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 451.01 451.34 451.57 451.71 451.75 451.71 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.97 451.14 451.43 451.63 451.73 451.77 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.94 451.26 451.50 451.65 451.72 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.89 451.04 451.32 451.50 451.59 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.81 451.11 451.32 451.42 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.73 450.85 451.10 451.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.60 450.88 451.02 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.53 450.64 450.84 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.46 450.70 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 450.48 450.67 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
