0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.25 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.24 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.24 1687.24 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.24 1687.25 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 1687.24 1687.24 1687.25 1687.25 1687.25 1687.25 1687.25 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 1687.24 1687.24 1687.25 1687.25 1687.25 1687.25 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 1687.24 1687.24 1687.24 1687.25 1687.25 1687.25 1687.25 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 1687.24 1687.24 1687.24 1687.24 1687.25 1687.25 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 1687.23 1687.24 1687.24 1687.24 1687.24 1687.25 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 1687.23 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.23 0.00 
0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.24 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.24 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 1687.24 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 1687.24 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 1687.23 1687.23 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 0.00 
